r\c	0.0	10.0	20.0	30.0	40.0	50.0	60.0	70.0	80.0	90.0	100.0	110.0	120.0	130.0	140.0	150.0	160.0	170.0	180.0	190.0	200.0	210.0	220.0	230.0	240.0	250.0	260.0	270.0	280.0	290.0	300.0	310.0	320.0	330.0	340.0	350.0	360.0	370.0	380.0	390.0	400.0	410.0	420.0	430.0	440.0	450.0	460.0	470.0	480.0	490.0	500.0	510.0	520.0	530.0	540.0	550.0	560.0	570.0	580.0	590.0	600.0	610.0	620.0	630.0	640.0	650.0	660.0	670.0	680.0	690.0	700.0	710.0	720.0	730.0	740.0	750.0	760.0	770.0	780.0	790.0	800.0	810.0	820.0	830.0	840.0	850.0	860.0	870.0	880.0	890.0	900.0	910.0	920.0	930.0	940.0	950.0	960.0	970.0	980.0	990.0	1000.0
5.0E-6	Infinity	5.2838816674899488E17	1.3972757058676785E15	2.0634583271739133E7	420939.52137118974	297321.7831357309	212468.52341916697	69144.46179552788	886.268865602165	443.1274973344775	297.40719792206886	298.53141876599864	150.05485880813893	148.48366106145355	98.80352867780927	127.6536986213538	74.63266103963394	49.956298100172546	47.83512803874408	49.1767220359977	42.212782157350745	24.856645600332442	24.781210750973543	19.310304009944588	15.049372407253156	14.94339390489359	14.757781618614999	13.11428019552871	9.946012214230405	12.960348879624437	12.358790516526568	7.335085275894822	5.354551508797179	7.28633824573015	10.49827680172853	4.903563619159694	4.280930081605602	4.037749086393734	4.2568406573466655	3.5741632960741665	3.2011843585994275	3.1976670124974396	2.5336164442105673	2.2708129694866286	14.924456544887848	2.6631304453859324	2.1244529148711697	5.708572325224874	1.3420132137929741	1.673648279426942	4.185262112470113	3.984838341137007	27.903463087874083	1.0657938739450852	9.804348511831112	0.8065027624357136	9.648044011737186	22.46513356125439	9.654997962599412	3483.937339644325	3125.7620788331897	3.676736997405658	231.4867535133715	0.5383769624004833	539.0062984112994	84.67409585862084	397.80971318823646	22.212345986455155	217.23543239894647	160.69057283020356	411.797282083243	0.38500596098363093	16.299040249334197	420.061487824837	2.7049978385931506	323.3625714734105	18.076500443563162	0.6799531292574641	0.686998733380867	125.67336459242749	108.72624411248015	7.58873911039775	97.0836524640631	897.9267043449026	93.45925577384223	842.7366290874736	793.6193852852899	369.8192137802333	707.0076736014717	13.498907145359897	82.1974495089825	423.3186426415946	419.54191287341246	17.096493711727863	556.7108940399949	187.0924096808029	509.5759865067749	74.46844161702965	470.8484705835691	260.4991082409052	NaN
0.999995	Infinity	Infinity	Infinity	Infinity	Infinity	5.831543779728801E11	4.14792508880989E10	Infinity	2.9071224718077656E10	2.086296390343659E9	9.640159381975794E9	5.66643295257052E8	Infinity	3.2612060688229954E8	1.2500220751438956E8	9.913282477844547E7	3.614116064318574E8	6.714801025408249E7	2.214040185719169E7	1.3539599530515613E7	9.164121618828915E7	1.812083177473233E7	3320982.8056235136	1.012032931328758E7	1918693.3241210927	Infinity	709926.9185395166	534685.0753406141	585502.8206305607	569334.3438412695	575331.582595889	5225799.840966708	205248.9405814363	276617.373120234	295154.4560621064	357914.6556190639	239757.1952677808	299575.43525738764	78825.23541622066	3535064.4160065264	74284.04296608489	98609.54996371768	58581.588355800595	469381.7011467984	131661.13966520442	71800.89839769385	34539.315879729606	20738.17769360023	34569.06925126755	88623.24197640711	25860.95756692213	43000.477044117215	17116.140466701912	10988.917869906036	80650.90637188949	472765.3513039857	9668.322106087866	614681.5990334313	78023.57474726292	448177.2346973355	11266.178732852484	6508.161704864816	149908.71916195037	11251.645929939164	73058.05631710906	97933.8436239699	5735.529928986142	3969.671343992077	8138.824339578865	5457.321701838816	4876.36329987994	5134.97257920707	3930.116604271843	8590.767811296146	3977.9244932945867	4386.646782562362	3607.584556527254	98107.46688313263	3203.2003561905326	2392.421346107899	1846.491254813727	1466.660882695821	1585.0698088647428	3293.6996650089277	1957.943094787996	2016.5288584506652	2777.640395983799	2497.3882217860187	1271.8624882862498	1242.055860707731	832.8722791141278	2561.6260030657877	1794.5548596148606	930.6818096595434	699.5484325531345	887.5351966292936	662.652614513126	1423.0710326847702	564.8847627117457	688.5699494862953	NaN
1.0E-5	Infinity	5.2838816674899488E17	1.3972757058676785E15	2.0634583271739133E7	420939.52137118974	297321.7831357309	212468.52341916697	69144.46179552788	886.268865602165	443.1274973344775	297.40719792206886	298.53141876599864	150.05485880813893	148.48366106145355	98.80352867780927	127.6536986213538	74.63266103963394	49.956298100172546	47.83512803874408	49.1767220359977	42.212782157350745	24.856645600332442	24.781210750973543	19.310304009944588	15.049372407253156	14.94339390489359	14.757781618614999	13.11428019552871	9.946012214230405	12.960348879624437	12.358790516526568	7.335085275894822	5.354551508797179	7.28633824573015	10.49827680172853	4.903563619159694	4.280930081605602	4.037749086393734	4.2568406573466655	3.5741632960741665	3.2011843585994275	3.1976670124974396	2.5336164442105673	2.2708129694866286	14.924456544887848	2.6631304453859324	2.1244529148711697	5.708572325224874	1.3420132137929741	1.673648279426942	4.185262112470113	3.984838341137007	27.903463087874083	1.0657938739450852	9.804348511831112	0.8065027624357136	9.648044011737186	22.46513356125439	9.654997962599412	3483.937339644325	3125.7620788331897	3.676736997405658	231.4867535133715	0.5383769624004833	539.0062984112994	84.67409585862084	397.80971318823646	22.212345986455155	217.23543239894647	160.69057283020356	411.797282083243	0.38500596098363093	16.299040249334197	420.061487824837	2.7049978385931506	323.3625714734105	18.076500443563162	0.6799531292574641	0.686998733380867	125.67336459242749	108.72624411248015	7.58873911039775	97.0836524640631	897.9267043449026	93.45925577384223	842.7366290874736	793.6193852852899	369.8192137802333	707.0076736014717	13.498907145359897	82.1974495089825	423.3186426415946	419.54191287341246	17.096493711727863	556.7108940399949	187.0924096808029	509.5759865067749	74.46844161702965	470.8484705835691	260.4991082409052	NaN
0.99999	Infinity	Infinity	Infinity	Infinity	Infinity	5.831543779728801E11	4.14792508880989E10	Infinity	2.9071224718077656E10	2.086296390343659E9	9.640159381975794E9	5.66643295257052E8	Infinity	3.2612060688229954E8	1.2500220751438956E8	9.913282477844547E7	3.614116064318574E8	6.714801025408249E7	2.214040185719169E7	1.3539599530515613E7	9.164121618828915E7	1.812083177473233E7	3320982.8056235136	1.012032931328758E7	1918693.3241210927	Infinity	709926.9185395166	534685.0753406141	585502.8206305607	569334.3438412695	575331.582595889	5225799.840966708	205248.9405814363	276617.373120234	295154.4560621064	357914.6556190639	239757.1952677808	299575.43525738764	78825.23541622066	3535064.4160065264	74284.04296608489	98609.54996371768	58581.588355800595	469381.7011467984	131661.13966520442	71800.89839769385	34539.315879729606	20738.17769360023	34569.06925126755	88623.24197640711	25860.95756692213	43000.477044117215	17116.140466701912	10988.917869906036	80650.90637188949	472765.3513039857	9668.322106087866	614681.5990334313	78023.57474726292	448177.2346973355	11266.178732852484	6508.161704864816	149908.71916195037	11251.645929939164	73058.05631710906	97933.8436239699	5735.529928986142	3969.671343992077	8138.824339578865	5457.321701838816	4876.36329987994	5134.97257920707	3930.116604271843	8590.767811296146	3977.9244932945867	4386.646782562362	3607.584556527254	98107.46688313263	3203.2003561905326	2392.421346107899	1846.491254813727	1466.660882695821	1585.0698088647428	3293.6996650089277	1957.943094787996	2016.5288584506652	2777.640395983799	2497.3882217860187	1271.8624882862498	1242.055860707731	832.8722791141278	2561.6260030657877	1794.5548596148606	930.6818096595434	699.5484325531345	887.5351966292936	662.652614513126	1423.0710326847702	564.8847627117457	688.5699494862953	NaN
5.0E-5	Infinity	5.2838816674899488E17	1.3972757058676785E15	2.0634583271739133E7	420939.52137118974	297321.7831357309	212468.52341916697	69144.46179552788	886.268865602165	443.1274973344775	297.40719792206886	298.53141876599864	150.05485880813893	148.48366106145355	98.80352867780927	127.6536986213538	74.63266103963394	49.956298100172546	47.83512803874408	49.1767220359977	42.212782157350745	24.856645600332442	24.781210750973543	19.310304009944588	15.049372407253156	14.94339390489359	14.757781618614999	13.11428019552871	9.946012214230405	12.960348879624437	12.358790516526568	7.335085275894822	5.354551508797179	7.28633824573015	10.49827680172853	4.903563619159694	4.280930081605602	4.037749086393734	4.2568406573466655	3.5741632960741665	3.2011843585994275	3.1976670124974396	2.5336164442105673	2.2708129694866286	14.924456544887848	2.6631304453859324	2.1244529148711697	5.708572325224874	1.3420132137929741	1.673648279426942	4.185262112470113	3.984838341137007	27.903463087874083	1.0657938739450852	9.804348511831112	0.8065027624357136	9.648044011737186	22.46513356125439	9.654997962599412	3483.937339644325	3125.7620788331897	3.676736997405658	231.4867535133715	0.5383769624004833	539.0062984112994	84.67409585862084	397.80971318823646	22.212345986455155	217.23543239894647	160.69057283020356	411.797282083243	0.38500596098363093	16.299040249334197	420.061487824837	2.7049978385931506	323.3625714734105	18.076500443563162	0.6799531292574641	0.686998733380867	125.67336459242749	108.72624411248015	7.58873911039775	97.0836524640631	897.9267043449026	93.45925577384223	842.7366290874736	793.6193852852899	369.8192137802333	707.0076736014717	13.498907145359897	82.1974495089825	423.3186426415946	419.54191287341246	17.096493711727863	556.7108940399949	187.0924096808029	509.5759865067749	74.46844161702965	470.8484705835691	260.4991082409052	NaN
0.99995	Infinity	Infinity	Infinity	Infinity	Infinity	5.831543779728801E11	4.14792508880989E10	Infinity	2.9071224718077656E10	2.086296390343659E9	9.640159381975794E9	5.66643295257052E8	Infinity	3.2612060688229954E8	1.2500220751438956E8	9.913282477844547E7	3.614116064318574E8	6.714801025408249E7	2.214040185719169E7	1.3539599530515613E7	9.164121618828915E7	1.812083177473233E7	3320982.8056235136	1.012032931328758E7	1918693.3241210927	Infinity	709926.9185395166	534685.0753406141	585502.8206305607	569334.3438412695	575331.582595889	5225799.840966708	205248.9405814363	276617.373120234	295154.4560621064	357914.6556190639	239757.1952677808	299575.43525738764	78825.23541622066	3535064.4160065264	74284.04296608489	98609.54996371768	58581.588355800595	469381.7011467984	131661.13966520442	71800.89839769385	34539.315879729606	20738.17769360023	34569.06925126755	88623.24197640711	25860.95756692213	43000.477044117215	17116.140466701912	10988.917869906036	80650.90637188949	472765.3513039857	9668.322106087866	614681.5990334313	78023.57474726292	448177.2346973355	11266.178732852484	6508.161704864816	149908.71916195037	11251.645929939164	73058.05631710906	97933.8436239699	5735.529928986142	3969.671343992077	8138.824339578865	5457.321701838816	4876.36329987994	5134.97257920707	3930.116604271843	8590.767811296146	3977.9244932945867	4386.646782562362	3607.584556527254	98107.46688313263	3203.2003561905326	2392.421346107899	1846.491254813727	1466.660882695821	1585.0698088647428	3293.6996650089277	1957.943094787996	2016.5288584506652	2777.640395983799	2497.3882217860187	1271.8624882862498	1242.055860707731	832.8722791141278	2561.6260030657877	1794.5548596148606	930.6818096595434	699.5484325531345	887.5351966292936	662.652614513126	1423.0710326847702	564.8847627117457	688.5699494862953	NaN
1.0E-4	Infinity	5.2838816674899488E17	1.3972757058676785E15	2.0634583271739133E7	420939.52137118974	297321.7831357309	212468.52341916697	69144.46179552788	886.268865602165	443.1274973344775	297.40719792206886	298.53141876599864	150.05485880813893	148.48366106145355	98.80352867780927	127.6536986213538	74.63266103963394	49.956298100172546	47.83512803874408	49.1767220359977	42.212782157350745	24.856645600332442	24.781210750973543	19.310304009944588	15.049372407253156	14.94339390489359	14.757781618614999	13.11428019552871	9.946012214230405	12.960348879624437	12.358790516526568	7.335085275894822	5.354551508797179	7.28633824573015	10.49827680172853	4.903563619159694	4.280930081605602	4.037749086393734	4.2568406573466655	3.5741632960741665	3.2011843585994275	3.1976670124974396	2.5336164442105673	2.2708129694866286	14.924456544887848	2.6631304453859324	2.1244529148711697	5.708572325224874	1.3420132137929741	1.673648279426942	4.185262112470113	3.984838341137007	27.903463087874083	1.0657938739450852	9.804348511831112	0.8065027624357136	9.648044011737186	22.46513356125439	9.654997962599412	3483.937339644325	3125.7620788331897	3.676736997405658	231.4867535133715	0.5383769624004833	539.0062984112994	84.67409585862084	397.80971318823646	22.212345986455155	217.23543239894647	160.69057283020356	411.797282083243	0.38500596098363093	16.299040249334197	420.061487824837	2.7049978385931506	323.3625714734105	18.076500443563162	0.6799531292574641	0.686998733380867	125.67336459242749	108.72624411248015	7.58873911039775	97.0836524640631	897.9267043449026	93.45925577384223	842.7366290874736	793.6193852852899	369.8192137802333	707.0076736014717	13.498907145359897	82.1974495089825	423.3186426415946	419.54191287341246	17.096493711727863	556.7108940399949	187.0924096808029	509.5759865067749	74.46844161702965	470.8484705835691	260.4991082409052	NaN
0.9999	Infinity	Infinity	Infinity	Infinity	Infinity	5.831543779728801E11	4.14792508880989E10	Infinity	2.9071224718077656E10	2.086296390343659E9	9.640159381975794E9	5.66643295257052E8	Infinity	3.2612060688229954E8	1.2500220751438956E8	9.913282477844547E7	3.614116064318574E8	6.714801025408249E7	2.214040185719169E7	1.3539599530515613E7	9.164121618828915E7	1.812083177473233E7	3320982.8056235136	1.012032931328758E7	1918693.3241210927	Infinity	709926.9185395166	534685.0753406141	585502.8206305607	569334.3438412695	575331.582595889	5225799.840966708	205248.9405814363	276617.373120234	295154.4560621064	357914.6556190639	239757.1952677808	299575.43525738764	78825.23541622066	3535064.4160065264	74284.04296608489	98609.54996371768	58581.588355800595	469381.7011467984	131661.13966520442	71800.89839769385	34539.315879729606	20738.17769360023	34569.06925126755	88623.24197640711	25860.95756692213	43000.477044117215	17116.140466701912	10988.917869906036	80650.90637188949	472765.3513039857	9668.322106087866	614681.5990334313	78023.57474726292	448177.2346973355	11266.178732852484	6508.161704864816	149908.71916195037	11251.645929939164	73058.05631710906	97933.8436239699	5735.529928986142	3969.671343992077	8138.824339578865	5457.321701838816	4876.36329987994	5134.97257920707	3930.116604271843	8590.767811296146	3977.9244932945867	4386.646782562362	3607.584556527254	98107.46688313263	3203.2003561905326	2392.421346107899	1846.491254813727	1466.660882695821	1585.0698088647428	3293.6996650089277	1957.943094787996	2016.5288584506652	2777.640395983799	2497.3882217860187	1271.8624882862498	1242.055860707731	832.8722791141278	2561.6260030657877	1794.5548596148606	930.6818096595434	699.5484325531345	887.5351966292936	662.652614513126	1423.0710326847702	564.8847627117457	688.5699494862953	NaN
5.0E-4	Infinity	5.2838816674899488E17	1.3972757058676785E15	2.0634583271739133E7	420939.52137118974	297321.7831357309	212468.52341916697	69144.46179552788	886.268865602165	443.1274973344775	297.40719792206886	298.53141876599864	150.05485880813893	148.48366106145355	98.80352867780927	127.6536986213538	74.63266103963394	49.956298100172546	47.83512803874408	49.1767220359977	42.212782157350745	24.856645600332442	24.781210750973543	19.310304009944588	15.049372407253156	14.94339390489359	14.757781618614999	13.11428019552871	9.946012214230405	12.960348879624437	12.358790516526568	7.335085275894822	5.354551508797179	7.28633824573015	10.49827680172853	4.903563619159694	4.280930081605602	4.037749086393734	4.2568406573466655	3.5741632960741665	3.2011843585994275	3.1976670124974396	2.5336164442105673	2.2708129694866286	14.924456544887848	2.6631304453859324	2.1244529148711697	5.708572325224874	1.3420132137929741	1.673648279426942	4.185262112470113	3.984838341137007	27.903463087874083	1.0657938739450852	9.804348511831112	0.8065027624357136	9.648044011737186	22.46513356125439	9.654997962599412	3483.937339644325	3125.7620788331897	3.676736997405658	231.4867535133715	0.5383769624004833	539.0062984112994	84.67409585862084	397.80971318823646	22.212345986455155	217.23543239894647	160.69057283020356	411.797282083243	0.38500596098363093	16.299040249334197	420.061487824837	2.7049978385931506	323.3625714734105	18.076500443563162	0.6799531292574641	0.686998733380867	125.67336459242749	108.72624411248015	7.58873911039775	97.0836524640631	897.9267043449026	93.45925577384223	842.7366290874736	793.6193852852899	369.8192137802333	707.0076736014717	13.498907145359897	82.1974495089825	423.3186426415946	419.54191287341246	17.096493711727863	556.7108940399949	187.0924096808029	509.5759865067749	74.46844161702965	470.8484705835691	260.4991082409052	NaN
