r\c	0.0	250.0	500.0	750.0	1000.0
5.0E-6	15.049372407253156	1.3420132137929741	0.38500596098363093	0.6799531292574641	NaN
0.999995	Infinity	Infinity	614681.5990334313	98107.46688313263	NaN
1.0E-5	15.049372407253156	1.3420132137929741	0.38500596098363093	0.6799531292574641	NaN
0.99999	Infinity	Infinity	614681.5990334313	98107.46688313263	NaN
5.0E-5	15.049372407253156	1.3420132137929741	0.38500596098363093	0.6799531292574641	NaN
0.99995	Infinity	5225799.840966708	614681.5990334313	98107.46688313263	NaN
1.0E-4	15.049372407253156	1.3420132137929741	0.38500596098363093	0.6799531292574641	NaN
0.9999	Infinity	5225799.840966708	614681.5990334313	98107.46688313263	NaN
5.0E-4	15.99530302647797	1.9952552879394758	0.38500596098363093	0.6799531292574641	NaN
0.9995	Infinity	1452300.076938842	614681.5990334313	98107.46688313263	NaN
0.001	19.310304009944588	2.2708129694866286	0.38500596098363093	0.6799531292574641	NaN
0.999	Infinity	966048.7784168215	472765.3513039857	98107.46688313263	NaN
0.005	47.75672895391858	4.630159718555862	2.7049978385931506	0.686998733380867	NaN
0.995	3.401247035416014E12	435328.0270441699	97933.8436239699	4386.646782562362	NaN
0.01	72.73965419975117	5.948957559618179	9.648044011737186	15.7698111331694	NaN
0.99	9.640159381975794E9	363352.4208928207	30731.284905269236	3293.6996650089277	NaN
0.025	144.00001227953436	13.308622684144964	32.074488905365904	82.1974495089825	NaN
0.975	1.987601532446013E8	237528.1754775957	15629.018625303721	2497.3882217860187	NaN
0.05	3697.1330757662895	61.29876953047852	341.1664469549124	309.3496105179955	NaN
0.95	2.787733908672027E7	176730.24926074105	11381.803278547499	2009.1147592808613	NaN
0.1	17959.37812756794	924.4244386461737	1108.393619687959	502.2861993124736	NaN
0.9	5922244.935275805	123998.58093021585	9794.356610828514	1563.050622731772	NaN
0.5	444962.2867781372	33924.74760465524	4738.647657427457	799.0273775366582	NaN
