r\c	0.0	250.0	500.0	750.0	1000.0
5.0E-6	4.1257409747235885	2.590945232186652	1.7146879048125445	1.4373813775662942	NaN
0.999995	Infinity	Infinity	13.360225999868858	5.927037051312814	NaN
1.0E-5	4.1257409747235885	2.590945232186652	1.7146879048125445	1.4373813775662942	NaN
0.99999	Infinity	Infinity	13.360225999868858	5.927037051312814	NaN
5.0E-5	4.1257409747235885	2.590945232186652	1.7146879048125445	1.4373813775662942	NaN
0.99995	Infinity	228.08540459505804	13.360225999868858	5.927037051312814	NaN
1.0E-4	4.1257409747235885	2.590945232186652	1.7146879048125445	1.4373813775662942	NaN
0.9999	Infinity	228.08540459505804	13.360225999868858	5.927037051312814	NaN
5.0E-4	5.1003944301494455	2.622231971362179	1.7146879048125445	1.4373813775662942	NaN
0.9995	8694.652173913044	26.898678757341965	13.360225999868858	5.927037051312814	NaN
0.001	5.1853347044433065	2.7394128227777106	1.7470887105567068	1.4373813775662942	NaN
0.999	2016.377518879244	21.878620155260233	13.360225999868858	5.927037051312814	NaN
0.005	5.390852449806754	2.9243956955042907	1.9328077426520507	1.499688607248812	NaN
0.995	128.73143364098007	14.89335515875903	12.925806173761108	4.487794475601917	NaN
0.01	5.670741066867387	2.970392063344618	1.9717258384903495	1.5357547371789129	NaN
0.99	77.43236134138542	14.322980113061709	8.012267508616482	3.929435470492409	NaN
0.025	5.9053953659362834	3.120970460491023	2.1036235137428876	1.651262664374876	NaN
0.975	43.32119846460443	11.999714573887983	7.336003848985829	3.7740657371584065	NaN
0.05	6.035769204331851	3.2921956185729577	2.201580490912001	1.7929266061925087	NaN
0.95	28.952629912798262	9.129316204102308	5.844870516765418	3.27980994216584	NaN
0.1	6.495905264093676	3.629524214946456	2.275567604954807	1.8689997384935604	NaN
0.9	21.697788021489195	7.659497347807589	5.293440842337697	3.1636322028920674	NaN
0.5	11.012913724540013	4.835425992691072	3.0731574298231643	2.480907869648633	NaN
