r\c	0.0	250.0	500.0	750.0	1000.0	1250.0	1500.0	1750.0	2000.0	2250.0	2500.0	2750.0	3000.0
5.0E-6	0.6354801058769226	0.16267099976539612	0.048393793404102325	0.01919851265847683	0.011602782644331455	0.007764947135001421	0.006140218116343021	0.004570995457470417	0.00324949249625206	0.002996050985530019	0.0022624845150858164	0.001992846606299281	NaN
0.999995	Infinity	4.1889959936E10	2.35978850304E11	Infinity	Infinity	Infinity	Infinity	Infinity	Infinity	Infinity	Infinity	Infinity	NaN
1.0E-5	0.635701596736908	0.17056682705879211	0.050152022391557693	0.019208278506994247	0.011602782644331455	0.007764947135001421	0.006140218116343021	0.004570995457470417	0.00324949249625206	0.002996050985530019	0.0022624845150858164	0.001992846606299281	NaN
0.99999	Infinity	6.7304992E7	2.287904E7	3.82267752448E11	8.6530441216E10	Infinity	Infinity	Infinity	Infinity	Infinity	Infinity	Infinity	NaN
5.0E-5	0.8065282702445984	0.17608177661895752	0.06986215710639954	0.023419611155986786	0.013436841778457165	0.008791772648692131	0.006140218116343021	0.004570995457470417	0.00324949249625206	0.002996050985530019	0.0022624845150858164	0.001992846606299281	NaN
0.99995	Infinity	2022948.375	337642.25	680823.75	680823.75	3.50210048E10	2.1109622784E10	1.4467741696E10	Infinity	Infinity	Infinity	Infinity	NaN
1.0E-4	0.9752548933029175	0.31869828701019287	0.0701199471950531	0.027026770636439323	0.013532767072319984	0.008796146139502525	0.0061731799505651	0.005002512130886316	0.0035044080577790737	0.002996050985530019	0.0022624845150858164	0.001992846606299281	NaN
0.9999	Infinity	650594.375	124205.3125	128544.8828125	72503.2421875	3151861.25	1.6756543488E10	1.1719631872E10	128166.6640625	813575.0625	Infinity	Infinity	NaN
5.0E-4	1.0556700229644775	0.42905083298683167	0.1625465303659439	0.03741873428225517	0.02245583012700081	0.011549543589353561	0.007745728362351656	0.005541178863495588	0.0038197014946490526	0.005510134622454643	0.0022697458043694496	0.0019988389685750008	NaN
0.9995	7.71069888E8	99187.15625	22513.544921875	12650.6328125	8108.92529296875	5487.34326171875	1739.515625	1667.11279296875	6393.2998046875	20269.40234375	21588.2265625	1267.78857421875	NaN
0.001	1.6227973699569702	0.6336932182312012	0.17293782532215118	0.049613505601882935	0.023375511169433594	0.01581849716603756	0.010013540275394917	0.007675413973629475	0.004154018592089415	0.005514801014214754	0.002426780527457595	0.0024064169265329838	NaN
0.999	5.9922692E7	61211.42578125	12981.8955078125	7021.29638671875	4141.84521484375	2692.6796875	1327.4703369140625	554.2756958007812	692.9278564453125	1467.257080078125	209.18685913085938	75.53323364257812	NaN
0.005	3.2249748706817627	1.0355372428894043	0.42681750655174255	0.16482600569725037	0.06827399134635925	0.06735319644212723	0.0627632811665535	0.11627741903066635	0.04552357271313667	0.09323132038116455	0.060588717460632324	0.027262503281235695	NaN
0.995	2380923.25	25589.744140625	3160.75537109375	1927.1256103515625	1103.9921875	742.5765991210938	301.7025146484375	113.53775024414062	102.80807495117188	69.09452056884766	34.17500305175781	12.219120979309082	NaN
0.01	9.211588859558105	2.4571242332458496	0.7691982388496399	0.30547791719436646	0.1605619490146637	0.15008099377155304	0.139997661113739	0.23107770085334778	0.15450389683246613	0.16656295955181122	0.139567568898201	0.08921920508146286	NaN
0.99	983758.5	18904.296875	2212.487548828125	922.6472778320312	419.6791076660156	391.6884765625	235.20314025878906	58.5103645324707	50.519344329833984	50.9579963684082	11.4420166015625	8.546979904174805	NaN
0.025	10.84888744354248	5.288011074066162	1.0037078857421875	0.785122275352478	0.737000048160553	0.7593581676483154	0.8101154565811157	0.6722131371498108	0.5131662487983704	0.5186936855316162	0.3943849503993988	0.27274489402770996	NaN
0.975	314187.71875	12856.111328125	1490.7386474609375	395.638916015625	151.36331176757812	89.02125549316406	54.181209564208984	24.066511154174805	17.217927932739258	11.574487686157227	7.7385454177856445	7.077112674713135	NaN
0.05	123.1729507446289	8.015315055847168	2.3668971061706543	1.2065613269805908	2.7801148891448975	2.3242533206939697	1.8891499042510986	1.1411004066467285	0.8611248731613159	1.0363460779190063	0.9796125888824463	0.668779730796814	NaN
0.95	149973.03125	9335.2099609375	1186.3350830078125	296.00689697265625	122.8757553100586	59.1594123840332	32.518741607666016	18.6661376953125	12.479279518127441	8.344145774841309	5.853376388549805	6.574455261230469	NaN
0.1	300.5899658203125	22.65717315673828	5.834146976470947	4.654872417449951	8.802563667297363	5.318282604217529	2.587527275085449	1.8372409343719482	1.6261522769927979	2.088839530944824	1.6183432340621948	1.1294323205947876	NaN
0.9	76280.46875	6171.255859375	949.654052734375	240.0206298828125	104.67028045654297	50.826576232910156	27.464529037475586	16.24920082092285	10.367844581604004	6.995733737945557	4.973552703857422	4.751880645751953	NaN
0.5	16255.5556640625	527.6803588867188	135.3828887939453	97.11343383789062	54.58483123779297	27.539813995361328	15.193987846374512	10.040764808654785	6.5250654220581055	4.646050930023193	3.3239247798919678	2.5585484504699707	NaN
