r\c	0.0	50.0	100.0	150.0	200.0	250.0	300.0	350.0	400.0	450.0	500.0	550.0	600.0	650.0	700.0	750.0	800.0	850.0	900.0	950.0	1000.0	1050.0	1100.0	1150.0	1200.0	1250.0	1300.0	1350.0	1400.0	1450.0	1500.0	1550.0	1600.0	1650.0	1700.0	1750.0	1800.0	1850.0	1900.0	1950.0	2000.0	2050.0	2100.0	2150.0	2200.0	2250.0	2300.0	2350.0	2400.0	2450.0	2500.0	2550.0	2600.0	2650.0	2700.0	2750.0	2800.0	2850.0	2900.0	2950.0	3000.0
5.0E-6	280.3408203125	27.888303756713867	8.794845581054688	7.26298189163208	5.368463516235352	3.961256742477417	2.793073892593384	2.2857770919799805	1.9148485660552979	1.446029782295227	1.1163331270217896	0.9901877045631409	0.7721347212791443	0.6931634545326233	0.48790469765663147	0.577328622341156	0.5136052966117859	0.4570935070514679	0.3991917073726654	0.42067813873291016	0.3262247145175934	0.26744696497917175	0.27700355648994446	0.26810503005981445	0.2592763602733612	0.2430621236562729	0.20338858664035797	0.2237883061170578	0.1908017247915268	0.19751398265361786	0.1759846955537796	0.14391817152500153	0.1447937786579132	0.14674948155879974	0.11402279138565063	0.1596529334783554	0.16440078616142273	0.10930019617080688	0.1345154047012329	0.15410859882831573	0.10592998564243317	0.0981537252664566	0.09807750582695007	0.09792788326740265	0.09575944393873215	0.13842540979385376	0.09035581350326538	0.06718549132347107	0.11807525902986526	0.14153830707073212	0.07531040906906128	0.09231124818325043	0.06745113432407379	0.07690775394439697	0.11462339758872986	0.07354742288589478	0.06892330199480057	0.07227989286184311	0.06656481325626373	0.03563785180449486	NaN
0.999995	Infinity	Infinity	Infinity	Infinity	Infinity	Infinity	4230987.5	164806.9375	374500.375	50846.921875	1.8005068E7	695743.5	4.9420256E8	3.71140256E8	2.85778016E8	Infinity	3.286447104E10	Infinity	1.1564385E7	1.32518024E8	Infinity	7953.7734375	Infinity	7.1921368E7	127353.1328125	Infinity	1821.044921875	Infinity	4.3299696E7	3.8002396E7	Infinity	243.531005859375	Infinity	2.5053914E7	31012.28125	Infinity	373.3435974121094	1.9207756E7	Infinity	77.57423400878906	Infinity	370.4775695800781	45.63896942138672	Infinity	320.67364501953125	Infinity	214.71397399902344	11995.5654296875	Infinity	1398.6776123046875	Infinity	1658.2886962890625	190.22169494628906	Infinity	109.72425842285156	Infinity	13.347171783447266	170.41888427734375	Infinity	9.687398910522461	NaN
1.0E-5	280.3408203125	27.888303756713867	12.066225051879883	7.505746364593506	5.610116958618164	4.123411655426025	3.0424299240112305	2.387511730194092	1.9918713569641113	1.5679084062576294	1.213655710220337	1.0705146789550781	0.8012529015541077	0.7009018659591675	0.48790469765663147	0.577328622341156	0.5136052966117859	0.4570935070514679	0.3991917073726654	0.42067813873291016	0.3262247145175934	0.26744696497917175	0.27700355648994446	0.26810503005981445	0.2592763602733612	0.2430621236562729	0.20338858664035797	0.2237883061170578	0.1908017247915268	0.19751398265361786	0.1759846955537796	0.14391817152500153	0.1447937786579132	0.14674948155879974	0.11402279138565063	0.1596529334783554	0.16440078616142273	0.10930019617080688	0.1345154047012329	0.15410859882831573	0.10592998564243317	0.0981537252664566	0.09807750582695007	0.09792788326740265	0.09575944393873215	0.13842540979385376	0.09035581350326538	0.06718549132347107	0.11807525902986526	0.14153830707073212	0.07531040906906128	0.09231124818325043	0.06745113432407379	0.07690775394439697	0.11462339758872986	0.07354742288589478	0.06892330199480057	0.07227989286184311	0.06656481325626373	0.03563785180449486	NaN
0.99999	Infinity	Infinity	Infinity	Infinity	Infinity	5.47741184E9	245970.0625	39518.703125	39518.703125	29721.07421875	39518.703125	128991.3671875	42580.19140625	1.1758063E7	236251.078125	2.52803616E8	3.286447104E10	Infinity	1.1564385E7	1.32518024E8	10935.095703125	7953.7734375	Infinity	7.1921368E7	127353.1328125	Infinity	1821.044921875	Infinity	4.3299696E7	3.8002396E7	Infinity	243.531005859375	Infinity	2.5053914E7	31012.28125	Infinity	373.3435974121094	1.9207756E7	Infinity	77.57423400878906	Infinity	370.4775695800781	45.63896942138672	Infinity	320.67364501953125	Infinity	214.71397399902344	11995.5654296875	Infinity	1398.6776123046875	Infinity	1658.2886962890625	190.22169494628906	Infinity	109.72425842285156	Infinity	13.347171783447266	170.41888427734375	Infinity	9.687398910522461	NaN
5.0E-5	280.3408203125	27.888303756713867	13.118917465209961	8.614081382751465	6.243436813354492	4.65947961807251	3.3834011554718018	2.7002029418945312	2.1802947521209717	1.8034166097640991	1.4464529752731323	1.1839721202850342	0.9973350763320923	0.7295252084732056	0.5925650596618652	0.5896050930023193	0.5533081889152527	0.5042911767959595	0.43244096636772156	0.44816088676452637	0.36819469928741455	0.29527053236961365	0.3089967966079712	0.26810503005981445	0.2592763602733612	0.2430621236562729	0.20338858664035797	0.2237883061170578	0.1908017247915268	0.19751398265361786	0.1759846955537796	0.14391817152500153	0.1447937786579132	0.14674948155879974	0.11402279138565063	0.1596529334783554	0.16440078616142273	0.10930019617080688	0.1345154047012329	0.15410859882831573	0.10592998564243317	0.0981537252664566	0.09807750582695007	0.09792788326740265	0.09575944393873215	0.13842540979385376	0.09035581350326538	0.06718549132347107	0.11807525902986526	0.14153830707073212	0.07531040906906128	0.09231124818325043	0.06745113432407379	0.07690775394439697	0.11462339758872986	0.07354742288589478	0.06892330199480057	0.07227989286184311	0.06656481325626373	0.03563785180449486	NaN
0.99995	Infinity	Infinity	Infinity	Infinity	742733.25	121104.59375	43597.34765625	13674.271484375	5518.85107421875	4941.39453125	6331.28515625	6482.6796875	6534.275390625	9409.2158203125	5832.36083984375	6586.45068359375	79037.40625	6869.1982421875	13746.162109375	112562.7734375	6457.0966796875	1813.56396484375	21866.927734375	3592.609375	127353.1328125	5.7255176E7	1821.044921875	30356.73828125	4.3299696E7	3.8002396E7	3.5675716E7	243.531005859375	Infinity	2.5053914E7	31012.28125	Infinity	373.3435974121094	1.9207756E7	Infinity	77.57423400878906	Infinity	370.4775695800781	45.63896942138672	Infinity	320.67364501953125	Infinity	214.71397399902344	11995.5654296875	Infinity	1398.6776123046875	Infinity	1658.2886962890625	190.22169494628906	Infinity	109.72425842285156	Infinity	13.347171783447266	170.41888427734375	Infinity	9.687398910522461	NaN
1.0E-4	280.3408203125	27.888303756713867	14.601677894592285	9.488181114196777	6.677014350891113	4.819158554077148	3.5900232791900635	2.809561252593994	2.2727060317993164	1.874718189239502	1.493956208229065	1.2365492582321167	1.0502662658691406	0.8184316754341125	0.6641873121261597	0.6140575408935547	0.5645362138748169	0.5390719175338745	0.4365578889846802	0.44855305552482605	0.3700413107872009	0.3189965486526489	0.3089967966079712	0.2878997325897217	0.2592763602733612	0.24869029223918915	0.24259251356124878	0.22399988770484924	0.1908017247915268	0.19751398265361786	0.1759846955537796	0.14391817152500153	0.1447937786579132	0.14674948155879974	0.11402279138565063	0.1596529334783554	0.16440078616142273	0.10930019617080688	0.1345154047012329	0.15410859882831573	0.10592998564243317	0.0981537252664566	0.09807750582695007	0.09792788326740265	0.09575944393873215	0.13842540979385376	0.09035581350326538	0.06718549132347107	0.11807525902986526	0.14153830707073212	0.07531040906906128	0.09231124818325043	0.06745113432407379	0.07690775394439697	0.11462339758872986	0.07354742288589478	0.06892330199480057	0.07227989286184311	0.06656481325626373	0.03563785180449486	NaN
0.9999	Infinity	Infinity	Infinity	2.321617664E9	180054.890625	38896.9453125	15417.0498046875	6281.92431640625	3375.04150390625	2635.1201171875	3524.814453125	3331.804443359375	3502.6123046875	3502.6123046875	2194.4189453125	3156.80224609375	7275.43359375	3375.04150390625	3502.6123046875	5389.82568359375	2652.93408203125	1411.38232421875	6586.45068359375	1378.8660888671875	127353.1328125	5.7255176E7	1821.044921875	30356.73828125	3248.76416015625	57840.9296875	3.5675716E7	243.531005859375	2.9741602E7	2.5053914E7	31012.28125	2.2463754E7	373.3435974121094	1.9207756E7	Infinity	77.57423400878906	Infinity	370.4775695800781	45.63896942138672	Infinity	320.67364501953125	Infinity	214.71397399902344	11995.5654296875	Infinity	1398.6776123046875	Infinity	1658.2886962890625	190.22169494628906	Infinity	109.72425842285156	Infinity	13.347171783447266	170.41888427734375	Infinity	9.687398910522461	NaN
5.0E-4	280.3408203125	41.39436721801758	18.647247314453125	11.239842414855957	7.607802391052246	5.469836711883545	4.030084133148193	3.043623685836792	2.501216411590576	2.034636974334717	1.6547366380691528	1.371601939201355	1.1472886800765991	0.9702381491661072	0.846428632736206	0.7289232015609741	0.6500188112258911	0.5834411978721619	0.5172157287597656	0.4723184406757355	0.43383193016052246	0.3631933629512787	0.35945138335227966	0.3112078607082367	0.2825055718421936	0.25847506523132324	0.2581983506679535	0.22863709926605225	0.205943763256073	0.22608065605163574	0.21559251844882965	0.1585676223039627	0.191268652677536	0.15836943686008453	0.12055464833974838	0.1685158908367157	0.1690026819705963	0.13076438009738922	0.1464604288339615	0.16438360512256622	0.10601751506328583	0.0981537252664566	0.09807750582695007	0.09792788326740265	0.09575944393873215	0.13842540979385376	0.09035581350326538	0.06718549132347107	0.11807525902986526	0.14153830707073212	0.07531040906906128	0.09231124818325043	0.06745113432407379	0.07690775394439697	0.11462339758872986	0.07354742288589478	0.06892330199480057	0.07227989286184311	0.06656481325626373	0.03563785180449486	NaN
