0.9995	Infinity	Infinity	1377.4761962890625	119.23463439941406	43.51075744628906	23.114486694335938	16.14242935180664	12.533744812011719	10.193325996398926	9.110167503356934	9.380401611328125	9.663800239562988	9.22617244720459	9.710338592529297	8.96690559387207	10.442591667175293	10.212770462036133	8.18905258178711	9.766253471374512	8.236091613769531	8.565113067626953	6.848886966705322	9.088150978088379	8.209836959838867	11.445995330810547	10.19705581665039	7.675499439239502	10.61048412322998	7.628360271453857	11.055899620056152	15.204215049743652	5.174426555633545	13.037473678588867	13.057052612304688	9.380401611328125	13.057052612304688	5.701650619506836	11.445995330810547	7.45949125289917	4.406445026397705	11.461082458496094	11.768335342407227	4.572729587554932	10.16948127746582	7.191532135009766	11.055899620056152	10.439556121826172	11.069975852966309	4.368834495544434	12.48161792755127	6.136404037475586	9.171439170837402	9.380401611328125	6.018311977386475	23.054319381713867	1.8624759912490845	1.880367636680603	8.516366004943848	5.485002040863037	2.5248348712921143	NaN
0.001	16.055648803710938	7.852977275848389	6.378205299377441	5.461597919464111	4.626315593719482	4.013024806976318	3.5162034034729004	3.1604812145233154	2.842088222503662	2.547955274581909	2.2485458850860596	2.0232908725738525	1.833560585975647	1.690507411956787	1.565047025680542	1.4473978281021118	1.3456722497940063	1.2559620141983032	1.1998873949050903	1.108076572418213	1.0756641626358032	0.9781772494316101	0.9802238345146179	0.8882521986961365	0.8610733151435852	0.854593813419342	0.8317581415176392	0.7712365388870239	0.7162705063819885	0.7409800291061401	0.7358995676040649	0.6389689445495605	0.6715776920318604	0.6619179248809814	0.6342347264289856	0.5955536365509033	0.5478073954582214	0.4716278612613678	0.5234284400939941	0.4446968734264374	0.5273303389549255	0.471381813287735	0.4119665026664734	0.4232029318809509	0.4192160367965698	0.3869163990020752	0.3841751217842102	0.37064650654792786	0.358970046043396	0.4449099898338318	0.40430864691734314	0.4002688229084015	0.38883256912231445	0.3915851414203644	0.3780316412448883	0.3678145706653595	0.3083554208278656	0.35813525319099426	0.41062578558921814	0.3489522933959961	NaN
0.999	Infinity	8694.65234375	570.2135009765625	70.52590942382812	30.81931495666504	18.75057601928711	13.631346702575684	10.352544784545898	8.746020317077637	7.951376438140869	8.039590835571289	8.442500114440918	7.889171123504639	7.7447028160095215	7.523173809051514	7.919155120849609	7.790157794952393	6.5383453369140625	7.5685343742370605	7.588837146759033	7.054811000823975	5.778621673583984	6.441160678863525	6.0402302742004395	7.575190544128418	6.018311977386475	5.763299942016602	6.130727291107178	5.499908924102783	5.686999797821045	10.439556121826172	4.130282878875732	4.607434272766113	6.505086898803711	4.811633586883545	6.547878265380859	5.096095561981201	8.516366004943848	4.0451483726501465	3.8209922313690186	11.441295623779297	7.798079490661621	3.719668388366699	7.478740215301514	7.191532135009766	4.563901424407959	10.439556121826172	6.672531604766846	4.368834495544434	12.48161792755127	6.136404037475586	9.171439170837402	9.380401611328125	6.018311977386475	23.054319381713867	1.8624759912490845	1.880367636680603	8.516366004943848	5.485002040863037	2.5248348712921143	NaN
0.005	16.11516571044922	9.423173904418945	7.769476413726807	6.181732654571533	5.088454723358154	4.379230499267578	3.809687852859497	3.382662773132324	3.0381903648376465	2.747744560241699	2.4389567375183105	2.187978982925415	1.9830801486968994	1.8074480295181274	1.6777480840682983	1.545243501663208	1.4204471111297607	1.3365459442138672	1.263200044631958	1.198806643486023	1.1436339616775513	1.0889434814453125	1.0502541065216064	1.0010217428207397	0.9568897485733032	0.9315211772918701	0.8915574550628662	0.8508976697921753	0.8275483846664429	0.8129948973655701	0.7859393358230591	0.7654219269752502	0.7508836984634399	0.7304449677467346	0.6925053000450134	0.6834104061126709	0.6613219976425171	0.6437216997146606	0.6119611859321594	0.570083498954773	0.5970257520675659	0.557001531124115	0.5574687719345093	0.5496147274971008	0.502839982509613	0.4963538646697998	0.4907672703266144	0.47950470447540283	0.5045703053474426	0.49128788709640503	0.4739987254142761	0.45607393980026245	0.4700433909893036	0.450946569442749	0.45938992500305176	0.4182417690753937	0.4059813320636749	0.42296794056892395	0.4287150502204895	0.42147567868232727	NaN
0.995	Infinity	1636.78955078125	81.27738952636719	30.461698532104492	18.309112548828125	12.852148056030273	9.641724586486816	7.549302101135254	6.545090675354004	5.932343006134033	5.889410972595215	5.759274005889893	5.658532619476318	5.570864677429199	5.386897563934326	5.0955400466918945	5.0647759437561035	4.582411766052246	4.565703868865967	4.768748760223389	4.606672763824463	4.478421688079834	4.198575019836426	4.033304214477539	3.8275208473205566	3.527235746383667	3.645324945449829	4.042651653289795	3.256096601486206	2.938985586166382	3.841670274734497	2.5630717277526855	2.4708492755889893	2.659595012664795	2.5667598247528076	2.496947765350342	2.525484323501587	2.2680439949035645	2.3490264415740967	2.223438024520874	2.174283266067505	2.7639071941375732	2.054504156112671	2.049208879470825	1.8364934921264648	1.727724552154541	1.6656817197799683	1.9049240350723267	3.0419130325317383	1.3243948221206665	1.8730047941207886	2.9152023792266846	2.1958200931549072	1.2520934343338013	1.6680959463119507	1.8580955266952515	1.4975303411483765	1.2408733367919922	1.2515214681625366	1.1784601211547852	NaN
0.01	16.175125122070312	9.846867561340332	8.277239799499512	6.4969305992126465	5.263815879821777	4.4882426261901855	3.9141767024993896	3.4722158908843994	3.121882677078247	2.822617530822754	2.5250096321105957	2.2724082469940186	2.0576517581939697	1.8736941814422607	1.7306644916534424	1.6034655570983887	1.4828245639801025	1.3759968280792236	1.3070666790008545	1.2375844717025757	1.1745219230651855	1.1172189712524414	1.072919249534607	1.027993083000183	0.9898490309715271	0.9607219099998474	0.9261413216590881	0.8852207064628601	0.8595824837684631	0.8426510691642761	0.8196960091590881	0.7940213680267334	0.7745358347892761	0.7696740627288818	0.7277671694755554	0.7157557010650635	0.6874606609344482	0.6692023873329163	0.6397743821144104	0.6113046407699585	0.6162671446800232	0.5755946636199951	0.5784769654273987	0.5925573706626892	0.5620036721229553	0.5361283421516418	0.5246230363845825	0.49800705909729004	0.5329774022102356	0.5054264664649963	0.492779016494751	0.4874270260334015	0.47687122225761414	0.47685888409614563	0.46663323044776917	0.4555325210094452	0.4528406858444214	0.4371766746044159	0.441250741481781	0.4335639774799347	NaN
0.99	8694.65234375	728.4364013671875	50.1086311340332	24.606624603271484	15.209067344665527	11.119447708129883	8.516395568847656	6.875300407409668	6.001437664031982	5.346556186676025	5.151385307312012	5.006811618804932	4.851452827453613	4.633970737457275	4.490560531616211	4.486797332763672	4.356986999511719	3.921902656555176	3.817425489425659	4.018517017364502	3.7255520820617676	3.4582550525665283	3.3713438510894775	3.1997148990631104	3.3446850776672363	2.8642077445983887	3.0802934169769287	3.006160020828247	2.9063920974731445	2.7253706455230713	2.570600986480713	2.4279656410217285	2.241013765335083	2.1648638248443604	1.9130957126617432	2.318145513534546	1.967549443244934	1.6368836164474487	1.6213171482086182	1.7463065385818481	2.123289108276367	2.0281550884246826	1.8041784763336182	1.883528470993042	1.7735978364944458	1.6723672151565552	1.6341651678085327	1.6311191320419312	1.704275369644165	1.2754276990890503	1.463515281677246	1.1822974681854248	1.6149320602416992	1.1747798919677734	1.1440362930297852	1.1492632627487183	1.1646902561187744	1.1212979555130005	1.1292641162872314	1.1701135635375977	NaN
0.025	19.459598541259766	12.914007186889648	9.053252220153809	6.8411545753479	5.551961898803711	4.698594093322754	4.075711727142334	3.605642795562744	3.241443157196045	2.925686836242676	2.630366325378418	2.384565830230713	2.167771577835083	1.978877305984497	1.8256449699401855	1.6944987773895264	1.574591875076294	1.4750179052352905	1.395909070968628	1.3129770755767822	1.256716012954712	1.1939575672149658	1.1363282203674316	1.0920058488845825	1.060765027999878	1.0152846574783325	0.990114688873291	0.9485517144203186	0.926616370677948	0.9051487445831299	0.8751932382583618	0.8455841541290283	0.8291085362434387	0.8185456991195679	0.7823843359947205	0.7701200246810913	0.7360367178916931	0.7123998999595642	0.6890868544578552	0.6687268018722534	0.6566722989082336	0.6190468072891235	0.609484076499939	0.6246187686920166	0.5769214034080505	0.5898478031158447	0.5686130523681641	0.5589452981948853	0.5546769499778748	0.5275697708129883	0.5437703132629395	0.5449247360229492	0.504024088382721	0.512782633304596	0.5101640820503235	0.4883989989757538	0.48303624987602234	0.5065873861312866	0.46838825941085815	0.45572057366371155	NaN
0.975	8694.65234375	197.37896728515625	33.57902908325195	18.926576614379883	12.621192932128906	9.2871732711792	7.450324535369873	6.20426607131958	5.408046722412109	4.837954998016357	4.472229957580566	4.219709396362305	4.010406017303467	3.8206796646118164	3.6586196422576904	3.498572826385498	3.3416244983673096	3.0827529430389404	2.8700618743896484	2.8708865642547607	2.697956085205078	2.562973737716675	2.4783501625061035	2.3946499824523926	2.198699712753296	2.0576982498168945	1.9689511060714722	2.0574285984039307	2.0658719539642334	2.3312339782714844	2.432465076446533	2.117870807647705	1.7905653715133667	1.600367784500122	1.4018974304199219	1.5323736667633057	1.4791220426559448	1.3476593494415283	1.3622220754623413	1.3020691871643066	1.5572354793548584	1.5419816970825195	1.443428635597229	1.658054232597351	1.6396729946136475	1.4821252822875977	1.107804536819458	1.2245771884918213	1.345668911933899	1.0198854207992554	1.0224181413650513	0.9708052277565002	1.1148321628570557	0.9874008893966675	0.9449039697647095	0.950721025466919	0.9375898838043213	0.9011927247047424	0.8704779744148254	0.8465163707733154	NaN
0.05	19.693735122680664	13.637145042419434	9.666465759277344	7.193409442901611	5.7079691886901855	4.831375598907471	4.202377796173096	3.729435920715332	3.3311619758605957	3.0075926780700684	2.716111183166504	2.4713404178619385	2.2493743896484375	2.059873580932617	1.9009923934936523	1.7690123319625854	1.6494897603988647	1.5595977306365967	1.4773342609405518	1.392836570739746	1.3280892372131348	1.2797123193740845	1.211273431777954	1.1637418270111084	1.1308306455612183	1.0807244777679443	1.054685354232788	1.0074790716171265	0.9802905321121216	0.959109365940094	0.9263439774513245	0.9021227359771729	0.8832394480705261	0.862028956413269	0.8239837884902954	0.8114933967590332	0.7823494076728821	0.7588099837303162	0.7279193997383118	0.7269137501716614	0.7165313959121704	0.6789805889129639	0.6649565696716309	0.6660659909248352	0.6281123161315918	0.6250507831573486	0.6043999791145325	0.602891206741333	0.591555655002594	0.5831893086433411	0.586839497089386	0.5750375986099243	0.557571291923523	0.5481756925582886	0.5696163773536682	0.5097728967666626	0.5263067483901978	0.5189986824989319	0.5044782161712646	0.4862644672393799	NaN
0.95	2898.21728515625	85.78752136230469	26.60090446472168	15.853887557983398	11.068995475769043	8.290621757507324	6.83377742767334	5.772873878479004	5.034720420837402	4.513587474822998	4.133479595184326	3.843471050262451	3.594656229019165	3.3737220764160156	3.1483871936798096	2.9661715030670166	2.7983741760253906	2.6783292293548584	2.5454916954040527	2.4394195079803467	2.2755753993988037	2.1379570960998535	2.051410675048828	2.0208287239074707	1.899248480796814	1.8293582201004028	1.7497440576553345	1.7026634216308594	1.6574023962020874	1.648797631263733	1.7043648958206177	1.4931237697601318	1.4004197120666504	1.3145945072174072	1.2566094398498535	1.29973304271698	1.272899866104126	1.198976755142212	1.1697434186935425	1.1186736822128296	1.1926443576812744	1.1797714233398438	1.1096800565719604	1.1433031558990479	1.0352790355682373	1.0435125827789307	0.9674606323242188	1.023790955543518	0.9859541058540344	0.9103196263313293	0.9330886602401733	0.945517361164093	0.938755452632904	0.9396924376487732	0.9130997061729431	0.9121478796005249	0.893922746181488	0.8783281445503235	0.8241415023803711	0.8353069424629211	NaN
0.1	30.602367401123047	15.054475784301758	10.11402416229248	7.562014102935791	5.944250583648682	4.985098361968994	4.375889778137207	3.8464457988739014	3.4501760005950928	3.1098289489746094	2.8123412132263184	2.562976598739624	2.3389601707458496	2.1453328132629395	1.9834271669387817	1.8474485874176025	1.7291817665100098	1.6341527700424194	1.546355128288269	1.4596730470657349	1.4005355834960938	1.3529572486877441	1.2897504568099976	1.2398630380630493	1.2018928527832031	1.1722360849380493	1.1406563520431519	1.0841903686523438	1.0644950866699219	1.0347974300384521	1.0180590152740479	0.9796329736709595	0.9498876929283142	0.9209727048873901	0.8971482515335083	0.8789069652557373	0.8541419506072998	0.8362510800361633	0.7822128534317017	0.7911597490310669	0.7629273533821106	0.7320334315299988	0.7258853316307068	0.7234673500061035	0.6849184632301331	0.6802812814712524	0.6507912874221802	0.6657094359397888	0.6437318921089172	0.6291860342025757	0.6423704624176025	0.637276828289032	0.6220307350158691	0.60979825258255	0.6157604455947876	0.5875110626220703	0.5818142890930176	0.5658659338951111	0.5374657511711121	0.5252282619476318	NaN
0.9	1140.427001953125	52.510276794433594	21.76906394958496	13.583547592163086	9.746390342712402	7.522757530212402	6.305185794830322	5.346137046813965	4.699549198150635	4.2339630126953125	3.849961280822754	3.5498366355895996	3.2926206588745117	3.0566067695617676	2.8281242847442627	2.651510238647461	2.4914796352386475	2.3522086143493652	2.2294888496398926	2.1432676315307617	2.0311074256896973	1.9195659160614014	1.8251219987869263	1.7795037031173706	1.6940910816192627	1.6564390659332275	1.5634490251541138	1.5282820463180542	1.4740087985992432	1.416358232498169	1.3882620334625244	1.3092105388641357	1.266676425933838	1.1989879608154297	1.1856859922409058	1.1441657543182373	1.1206649541854858	1.0948481559753418	1.0557246208190918	1.0247999429702759	1.02055823802948	0.9910788536071777	1.0077886581420898	0.9637446999549866	0.9441421627998352	0.9447121620178223	0.8847813010215759	0.9043945670127869	0.8508430123329163	0.8310972452163696	0.8534996509552002	0.8043455481529236	0.9146904349327087	0.9287567138671875	0.8752105832099915	0.8803771138191223	0.8582766652107239	0.8113847970962524	0.7722942233085632	0.8117853403091431	NaN
0.5	66.80306243896484	22.480016708374023	13.533312797546387	9.417909622192383	7.189697742462158	5.905425548553467	5.064930438995361	4.401782989501953	3.937664270401001	3.5394301414489746	3.200740098953247	2.932786226272583	2.6929800510406494	2.4753029346466064	2.3055202960968018	2.1499478816986084	2.0208985805511475	1.9085544347763062	1.807480812072754	1.7305628061294556	1.672908902168274	1.6131110191345215	1.5436123609542847	1.48843252658844	1.4332976341247559	1.3801569938659668	1.320313811302185	1.2998944520950317	1.2619084119796753	1.2132991552352905	1.1708773374557495	1.134957194328308	1.1047083139419556	1.0731374025344849	1.0524965524673462	1.022728443145752	0.9970782399177551	0.9762617945671082	0.9455780982971191	0.9256610870361328	0.8988538384437561	0.8817585110664368	0.8655524253845215	0.8457432985305786	0.8292816877365112	0.8095815181732178	0.7923969030380249	0.7780803442001343	0.7613492608070374	0.7450340986251831	0.7294988036155701	0.715519368648529	0.7110710144042969	0.7015586495399475	0.6880872249603271	0.678141176700592	0.6628875136375427	0.6509397029876709	0.639205813407898	0.6288415789604187	NaN
