r\c	0.0	10.0	20.0	30.0	40.0	50.0	60.0	70.0	80.0	90.0	100.0	110.0	120.0	130.0	140.0	150.0	160.0	170.0	180.0	190.0	200.0	210.0	220.0	230.0	240.0	250.0	260.0	270.0	280.0	290.0	300.0	310.0	320.0	330.0	340.0	350.0	360.0	370.0	380.0	390.0	400.0	410.0	420.0	430.0	440.0	450.0	460.0	470.0	480.0	490.0	500.0	510.0	520.0	530.0	540.0	550.0	560.0	570.0	580.0	590.0	600.0	610.0	620.0	630.0	640.0	650.0	660.0	670.0	680.0	690.0	700.0	710.0	720.0	730.0	740.0	750.0	760.0	770.0	780.0	790.0	800.0	810.0	820.0	830.0	840.0	850.0	860.0	870.0	880.0	890.0	900.0	910.0	920.0	930.0	940.0	950.0	960.0	970.0	980.0	990.0	1000.0
5.0E-6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	1.0	3.0	1.0	2.0	5.0	4.0	4.0	4.0	1.0	3.0	7.0	3.0	5.0	2.0	2.0	3.0	1.0	4.0	1.0	4.0	14.0	10.0	9.0	14.0	2.0	1.0	14.0	14.0	15.0	12.0	10.0	5.0	22.0	12.0	14.0	13.0	10.0	23.0	11.0	4.0	9.0	12.0	26.0	29.0	18.0	24.0	26.0	3.0	32.0	19.0	28.0	27.0	27.0	11.0	10.0	36.0	26.0	30.0	38.0	28.0	36.0	34.0	28.0	26.0	39.0	38.0	39.0	29.0	37.0	26.0	32.0	28.0	44.0	37.0	43.0	46.0	0.0
0.999995	2.0	4.0	4.0	5.0	8.0	12.0	8.0	16.0	20.0	20.0	24.0	18.0	22.0	32.0	30.0	32.0	42.0	36.0	48.0	40.0	48.0	42.0	60.0	52.0	64.0	60.0	64.0	64.0	72.0	72.0	72.0	72.0	72.0	72.0	80.0	84.0	82.0	92.0	96.0	92.0	102.0	100.0	104.0	100.0	104.0	100.0	104.0	108.0	98.0	100.0	104.0	96.0	110.0	124.0	112.0	132.0	104.0	120.0	144.0	140.0	124.0	116.0	152.0	132.0	152.0	164.0	120.0	124.0	104.0	104.0	148.0	126.0	136.0	132.0	140.0	140.0	136.0	148.0	136.0	148.0	144.0	136.0	136.0	144.0	130.0	146.0	156.0	164.0	148.0	152.0	152.0	160.0	156.0	160.0	164.0	156.0	84.0	100.0	168.0	148.0	0.0
1.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	1.0	3.0	1.0	2.0	5.0	4.0	4.0	4.0	1.0	3.0	7.0	3.0	5.0	2.0	2.0	3.0	1.0	4.0	1.0	4.0	14.0	10.0	9.0	14.0	2.0	1.0	14.0	14.0	15.0	12.0	10.0	5.0	22.0	12.0	14.0	13.0	10.0	23.0	11.0	4.0	9.0	12.0	26.0	29.0	18.0	24.0	26.0	3.0	32.0	19.0	28.0	27.0	27.0	11.0	10.0	36.0	26.0	30.0	38.0	28.0	36.0	34.0	28.0	26.0	39.0	38.0	39.0	29.0	37.0	26.0	32.0	28.0	44.0	37.0	43.0	46.0	0.0
0.99999	2.0	4.0	4.0	5.0	8.0	12.0	8.0	16.0	20.0	20.0	24.0	18.0	22.0	32.0	30.0	32.0	42.0	36.0	48.0	40.0	48.0	42.0	60.0	52.0	64.0	60.0	64.0	64.0	72.0	72.0	72.0	72.0	72.0	72.0	80.0	84.0	82.0	92.0	96.0	92.0	102.0	100.0	104.0	100.0	104.0	100.0	104.0	108.0	98.0	100.0	104.0	96.0	110.0	124.0	112.0	132.0	104.0	120.0	144.0	140.0	124.0	116.0	152.0	132.0	152.0	164.0	120.0	124.0	104.0	104.0	148.0	126.0	136.0	132.0	140.0	140.0	136.0	148.0	136.0	148.0	144.0	136.0	136.0	144.0	130.0	146.0	156.0	164.0	148.0	152.0	152.0	160.0	156.0	160.0	164.0	156.0	84.0	100.0	168.0	148.0	0.0
5.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	1.0	3.0	1.0	2.0	5.0	4.0	4.0	4.0	1.0	3.0	7.0	3.0	5.0	2.0	2.0	3.0	1.0	4.0	1.0	4.0	14.0	10.0	9.0	14.0	2.0	1.0	14.0	14.0	15.0	12.0	10.0	5.0	22.0	12.0	14.0	13.0	10.0	23.0	11.0	4.0	9.0	12.0	26.0	29.0	18.0	24.0	26.0	3.0	32.0	19.0	28.0	27.0	27.0	11.0	10.0	36.0	26.0	30.0	38.0	28.0	36.0	34.0	28.0	26.0	39.0	38.0	39.0	29.0	37.0	26.0	32.0	28.0	44.0	37.0	43.0	46.0	0.0
0.99995	2.0	4.0	4.0	5.0	8.0	12.0	8.0	16.0	20.0	20.0	24.0	18.0	22.0	32.0	30.0	32.0	42.0	36.0	48.0	40.0	48.0	42.0	60.0	52.0	64.0	60.0	64.0	64.0	72.0	72.0	72.0	72.0	72.0	72.0	80.0	84.0	82.0	92.0	96.0	92.0	102.0	100.0	104.0	100.0	104.0	100.0	104.0	108.0	98.0	100.0	104.0	96.0	110.0	124.0	112.0	132.0	104.0	120.0	144.0	140.0	124.0	116.0	152.0	132.0	152.0	164.0	120.0	124.0	104.0	104.0	148.0	126.0	136.0	132.0	140.0	140.0	136.0	148.0	136.0	148.0	144.0	136.0	136.0	144.0	130.0	146.0	156.0	164.0	148.0	152.0	152.0	160.0	156.0	160.0	164.0	156.0	84.0	100.0	168.0	148.0	0.0
1.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	1.0	3.0	1.0	2.0	5.0	4.0	4.0	4.0	1.0	3.0	7.0	3.0	5.0	2.0	2.0	3.0	1.0	4.0	1.0	4.0	14.0	10.0	9.0	14.0	2.0	1.0	14.0	14.0	15.0	12.0	10.0	5.0	22.0	12.0	14.0	13.0	10.0	23.0	11.0	4.0	9.0	12.0	26.0	29.0	18.0	24.0	26.0	3.0	32.0	19.0	28.0	27.0	27.0	11.0	10.0	36.0	26.0	30.0	38.0	28.0	36.0	34.0	28.0	26.0	39.0	38.0	39.0	29.0	37.0	26.0	32.0	28.0	44.0	37.0	43.0	46.0	0.0
0.9999	2.0	4.0	4.0	5.0	8.0	12.0	8.0	16.0	20.0	20.0	24.0	18.0	22.0	32.0	30.0	32.0	42.0	36.0	48.0	40.0	48.0	42.0	60.0	52.0	64.0	60.0	64.0	64.0	72.0	72.0	72.0	72.0	72.0	72.0	80.0	84.0	82.0	92.0	96.0	92.0	102.0	100.0	104.0	100.0	104.0	100.0	104.0	108.0	98.0	100.0	104.0	96.0	110.0	124.0	112.0	132.0	104.0	120.0	144.0	140.0	124.0	116.0	152.0	132.0	152.0	164.0	120.0	124.0	104.0	104.0	148.0	126.0	136.0	132.0	140.0	140.0	136.0	148.0	136.0	148.0	144.0	136.0	136.0	144.0	130.0	146.0	156.0	164.0	148.0	152.0	152.0	160.0	156.0	160.0	164.0	156.0	84.0	100.0	168.0	148.0	0.0
5.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	1.0	3.0	1.0	2.0	5.0	4.0	4.0	4.0	1.0	3.0	7.0	3.0	5.0	2.0	2.0	3.0	1.0	4.0	1.0	4.0	14.0	10.0	9.0	14.0	2.0	1.0	14.0	14.0	15.0	12.0	10.0	5.0	22.0	12.0	14.0	13.0	10.0	23.0	11.0	4.0	9.0	12.0	26.0	29.0	18.0	24.0	26.0	3.0	32.0	19.0	28.0	27.0	27.0	11.0	10.0	36.0	26.0	30.0	38.0	28.0	36.0	34.0	28.0	26.0	39.0	38.0	39.0	29.0	37.0	26.0	32.0	28.0	44.0	37.0	43.0	46.0	0.0
0.9995	2.0	4.0	4.0	5.0	8.0	12.0	8.0	16.0	20.0	20.0	24.0	18.0	22.0	32.0	30.0	32.0	42.0	36.0	48.0	40.0	48.0	42.0	60.0	52.0	64.0	60.0	64.0	64.0	72.0	72.0	72.0	72.0	72.0	72.0	80.0	84.0	82.0	92.0	96.0	92.0	102.0	100.0	104.0	100.0	104.0	100.0	104.0	108.0	98.0	100.0	104.0	96.0	110.0	124.0	112.0	132.0	104.0	120.0	144.0	140.0	124.0	116.0	152.0	132.0	152.0	164.0	120.0	124.0	104.0	104.0	148.0	126.0	136.0	132.0	140.0	140.0	136.0	148.0	136.0	148.0	144.0	136.0	136.0	144.0	130.0	146.0	156.0	164.0	148.0	152.0	152.0	160.0	156.0	160.0	164.0	156.0	84.0	100.0	168.0	148.0	0.0
0.001	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	1.0	3.0	1.0	2.0	5.0	4.0	4.0	4.0	1.0	3.0	7.0	3.0	5.0	2.0	2.0	3.0	1.0	4.0	1.0	4.0	14.0	10.0	9.0	14.0	2.0	1.0	14.0	14.0	15.0	12.0	10.0	5.0	22.0	12.0	14.0	13.0	10.0	23.0	11.0	4.0	9.0	12.0	26.0	29.0	18.0	24.0	26.0	3.0	32.0	19.0	28.0	27.0	27.0	11.0	10.0	36.0	26.0	30.0	38.0	28.0	36.0	34.0	28.0	26.0	39.0	38.0	39.0	29.0	37.0	26.0	32.0	28.0	44.0	37.0	43.0	46.0	0.0
0.999	2.0	4.0	4.0	5.0	8.0	12.0	8.0	16.0	20.0	20.0	24.0	18.0	22.0	32.0	30.0	32.0	42.0	36.0	48.0	40.0	48.0	42.0	60.0	52.0	64.0	60.0	64.0	64.0	72.0	72.0	72.0	72.0	72.0	72.0	80.0	84.0	82.0	92.0	96.0	92.0	102.0	100.0	104.0	100.0	104.0	100.0	104.0	108.0	98.0	100.0	104.0	96.0	110.0	124.0	112.0	132.0	104.0	120.0	144.0	140.0	124.0	116.0	152.0	132.0	152.0	164.0	120.0	124.0	104.0	104.0	148.0	126.0	136.0	132.0	140.0	140.0	136.0	148.0	136.0	148.0	144.0	136.0	136.0	144.0	130.0	146.0	156.0	164.0	148.0	152.0	152.0	160.0	156.0	160.0	164.0	156.0	84.0	100.0	168.0	148.0	0.0
0.005	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	3.0	1.0	4.0	1.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	1.0	4.0	4.0	3.0	5.0	5.0	6.0	4.0	3.0	3.0	8.0	3.0	8.0	2.0	2.0	3.0	1.0	8.0	1.0	4.0	14.0	10.0	9.0	14.0	2.0	1.0	14.0	14.0	15.0	12.0	10.0	5.0	22.0	12.0	14.0	13.0	10.0	23.0	11.0	4.0	9.0	12.0	26.0	29.0	18.0	24.0	26.0	3.0	32.0	19.0	28.0	27.0	27.0	11.0	10.0	36.0	26.0	30.0	38.0	28.0	36.0	34.0	28.0	26.0	39.0	38.0	39.0	29.0	37.0	26.0	32.0	28.0	44.0	37.0	43.0	46.0	0.0
0.995	2.0	4.0	4.0	5.0	8.0	12.0	8.0	16.0	20.0	20.0	24.0	18.0	22.0	32.0	22.0	32.0	38.0	34.0	42.0	40.0	48.0	42.0	52.0	52.0	56.0	52.0	52.0	64.0	64.0	68.0	68.0	70.0	72.0	72.0	78.0	80.0	72.0	88.0	92.0	92.0	100.0	100.0	104.0	100.0	104.0	100.0	104.0	108.0	98.0	100.0	104.0	96.0	110.0	124.0	112.0	132.0	104.0	120.0	144.0	140.0	124.0	116.0	152.0	132.0	152.0	164.0	120.0	124.0	104.0	104.0	148.0	126.0	136.0	132.0	140.0	140.0	136.0	148.0	136.0	148.0	144.0	136.0	136.0	144.0	130.0	146.0	156.0	164.0	148.0	152.0	152.0	160.0	156.0	160.0	164.0	156.0	84.0	100.0	168.0	148.0	0.0
0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	3.0	1.0	4.0	2.0	3.0	4.0	3.0	3.0	3.0	4.0	4.0	1.0	5.0	7.0	7.0	6.0	6.0	6.0	6.0	5.0	5.0	9.0	4.0	9.0	2.0	2.0	5.0	3.0	9.0	10.0	6.0	14.0	14.0	10.0	14.0	2.0	1.0	14.0	14.0	15.0	16.0	10.0	5.0	22.0	12.0	16.0	13.0	10.0	23.0	11.0	4.0	9.0	12.0	26.0	29.0	18.0	24.0	26.0	3.0	32.0	19.0	28.0	27.0	27.0	11.0	10.0	36.0	26.0	30.0	38.0	28.0	36.0	34.0	28.0	26.0	39.0	38.0	39.0	29.0	37.0	26.0	32.0	28.0	44.0	37.0	43.0	46.0	0.0
