r\c	0.0	250.0	500.0
5.0E-6	806.7855834960938	246.5799560546875	NaN
0.999995	1512.8604736328125	246.5799560546875	NaN
1.0E-5	806.7855834960938	246.5799560546875	NaN
0.99999	1512.8604736328125	246.5799560546875	NaN
5.0E-5	806.7855834960938	246.5799560546875	NaN
0.99995	1512.8604736328125	246.5799560546875	NaN
1.0E-4	806.7855834960938	246.5799560546875	NaN
0.9999	1512.8604736328125	246.5799560546875	NaN
5.0E-4	806.7855834960938	246.5799560546875	NaN
0.9995	1512.8604736328125	246.5799560546875	NaN
0.001	806.7855834960938	246.5799560546875	NaN
0.999	1512.8604736328125	246.5799560546875	NaN
0.005	806.7855834960938	246.5799560546875	NaN
0.995	1512.8604736328125	246.5799560546875	NaN
0.01	806.7855834960938	246.5799560546875	NaN
0.99	1512.8604736328125	246.5799560546875	NaN
0.025	806.7855834960938	246.5799560546875	NaN
0.975	1512.8604736328125	246.5799560546875	NaN
0.05	806.7855834960938	246.5799560546875	NaN
0.95	1512.8604736328125	246.5799560546875	NaN
0.1	806.7855834960938	246.5799560546875	NaN
0.9	1512.8604736328125	246.5799560546875	NaN
0.5	1512.8604736328125	246.5799560546875	NaN
