r\c	0.0	100.0	200.0	300.0	400.0	500.0	600.0	700.0	800.0	900.0	1000.0
5.0E-6	70.81469134421874	11.296882098201511	5.797119175792507	3.1100963210568326	2.0776090890999863	1.5603355531000958	1.0451018724632521	1.0238237462055702	0.8148906207772966	0.8566596111452808	NaN
0.999995	Infinity	Infinity	Infinity	Infinity	14113.823015614846	8207.920633364383	3258.748766744922	489.88670905058484	298.3369383758111	68.04127475096712	NaN
1.0E-5	70.81469134421874	11.296882098201511	5.797119175792507	3.1100963210568326	2.0776090890999863	1.5603355531000958	1.0451018724632521	1.0238237462055702	0.8148906207772966	0.8566596111452808	NaN
0.99999	Infinity	Infinity	Infinity	Infinity	14113.823015614846	8207.920633364383	3258.748766744922	489.88670905058484	298.3369383758111	68.04127475096712	NaN
5.0E-5	70.81469134421874	11.296882098201511	5.797119175792507	3.1100963210568326	2.0776090890999863	1.5603355531000958	1.0451018724632521	1.0238237462055702	0.8148906207772966	0.8566596111452808	NaN
0.99995	Infinity	Infinity	Infinity	Infinity	14113.823015614846	8207.920633364383	3258.748766744922	489.88670905058484	298.3369383758111	68.04127475096712	NaN
1.0E-4	70.81469134421874	11.296882098201511	5.797119175792507	3.1100963210568326	2.0776090890999863	1.5603355531000958	1.0451018724632521	1.0238237462055702	0.8148906207772966	0.8566596111452808	NaN
0.9999	Infinity	Infinity	Infinity	Infinity	14113.823015614846	8207.920633364383	3258.748766744922	489.88670905058484	298.3369383758111	68.04127475096712	NaN
5.0E-4	70.81469134421874	11.685218479661284	5.984700879456057	3.969163906604705	2.0776090890999863	1.5603355531000958	1.0451018724632521	1.0238237462055702	0.8148906207772966	0.8566596111452808	NaN
0.9995	Infinity	Infinity	Infinity	63871.03801101348	6586.450740620263	8207.920633364383	3258.748766744922	489.88670905058484	298.3369383758111	68.04127475096712	NaN
0.001	70.81469134421874	13.426711733551585	5.984700879456057	3.9991307747815643	2.3417679051863507	1.5603355531000958	1.0451018724632521	1.0238237462055702	0.8148906207772966	0.8566596111452808	NaN
0.999	Infinity	Infinity	51952.59325630533	22582.116824983754	6586.450740620263	8207.920633364383	3258.748766744922	489.88670905058484	298.3369383758111	68.04127475096712	NaN
0.005	71.55994548454865	19.384437499241336	6.936940250804072	4.05963899493791	2.9022540294743244	2.3551072749268975	1.060257634199334	1.0471882893184006	1.0115959507700705	0.8566596111452808	NaN
0.995	Infinity	221708.4454206459	6190.260458309249	1048.9753183668959	4001.436573796168	734.8151038036723	749.8434481481186	489.88670905058484	298.3369383758111	68.04127475096712	NaN
0.01	93.06271609710822	22.602318394537775	7.94944375561169	4.68198146525428	3.7732451298727296	2.638555878432548	1.1676143179513576	1.282192357197108	2.2075560195578703	2.222325032288452	NaN
0.99	Infinity	38812.866494101996	3103.9625213701124	740.743023128255	1346.0531951928053	488.698405800039	662.57650293227	489.88670905058484	209.06705896989075	45.328962622713455	NaN
0.025	139.0647999279686	34.73635784155565	11.227628156770841	5.941287895814671	4.3202596729881	2.7812605747224004	1.8432783226197318	2.4635128485938536	4.605178854933361	3.663710887503848	NaN
0.975	Infinity	17231.004503266613	1753.9666660890323	611.0972814467555	365.7336628596632	260.91891668348416	489.292103098029	225.3352165762654	90.89179092004787	37.88947796937391	NaN
0.05	462.26116380663547	47.959004624573545	16.17616597032834	9.316004938239749	5.6648960103036545	4.694225280780826	2.7414983584593178	3.9158869088409345	11.283227941418541	6.895786108619641	NaN
0.95	Infinity	9728.451600889663	1615.5157953926844	541.1578813248326	285.6050689107627	219.71455584023334	203.0903333640788	93.0851022910032	68.02599438739402	32.28200369059298	NaN
0.1	860.4301304552554	268.6517456371122	23.472591644428483	13.145606463898842	9.520341950905461	7.542101651237776	8.018155480817692	12.31573694592206	18.68242165128381	14.67394617401958	NaN
0.9	2.4258490029314473E7	5478.067691825659	1215.617667585228	459.86036516438185	222.60631026502145	161.00408143628752	120.34031511493993	70.53322842426813	41.40647151103119	28.772733883658184	NaN
0.5	12839.02238751572	1800.668445014635	620.9815163036142	266.2801317503027	139.75208022779128	88.96858294804522	59.43903070680259	42.198706851142646	30.754696624329934	24.816511063107562	NaN
