r\c	0.0	250.0	500.0
5.0E-6	234826.46875	27786.853515625	NaN
0.999995	761655.0625	27786.853515625	NaN
1.0E-5	234826.46875	27786.853515625	NaN
0.99999	761655.0625	27786.853515625	NaN
5.0E-5	234826.46875	27786.853515625	NaN
0.99995	761655.0625	27786.853515625	NaN
1.0E-4	234826.46875	27786.853515625	NaN
0.9999	761655.0625	27786.853515625	NaN
5.0E-4	234826.46875	27786.853515625	NaN
0.9995	761655.0625	27786.853515625	NaN
0.001	234826.46875	27786.853515625	NaN
0.999	761655.0625	27786.853515625	NaN
0.005	234826.46875	27786.853515625	NaN
0.995	761655.0625	27786.853515625	NaN
0.01	234826.46875	27786.853515625	NaN
0.99	761655.0625	27786.853515625	NaN
0.025	234826.46875	27786.853515625	NaN
0.975	761655.0625	27786.853515625	NaN
0.05	234826.46875	27786.853515625	NaN
0.95	761655.0625	27786.853515625	NaN
0.1	234826.46875	27786.853515625	NaN
0.9	761655.0625	27786.853515625	NaN
0.5	761655.0625	27786.853515625	NaN
