r\c	0.0	100.0	200.0	300.0	400.0	500.0	600.0	700.0	800.0	900.0	1000.0	1100.0	1200.0	1300.0	1400.0	1500.0	1600.0	1700.0	1800.0	1900.0	2000.0	2100.0	2200.0	2300.0	2400.0	2500.0	2600.0	2700.0	2800.0	2900.0	3000.0
5.0E-6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0
0.999995	9.0	18.0	27.0	36.0	46.0	55.0	64.0	73.0	83.0	91.0	41.0	102.0	17.0	129.0	16.0	17.0	150.0	30.0	174.0	28.0	23.0	24.0	35.0	26.0	28.0	29.0	252.0	100.0	32.0	33.0	0.0
1.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0
0.99999	9.0	18.0	27.0	36.0	46.0	55.0	64.0	73.0	83.0	91.0	41.0	102.0	17.0	129.0	16.0	17.0	150.0	30.0	174.0	28.0	23.0	24.0	35.0	26.0	28.0	29.0	252.0	100.0	32.0	33.0	0.0
5.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0
0.99995	9.0	18.0	27.0	36.0	46.0	55.0	64.0	73.0	83.0	91.0	41.0	102.0	17.0	129.0	16.0	17.0	150.0	30.0	174.0	28.0	23.0	24.0	35.0	26.0	28.0	29.0	252.0	100.0	32.0	33.0	0.0
1.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0
0.9999	9.0	18.0	27.0	36.0	46.0	55.0	64.0	73.0	83.0	91.0	41.0	102.0	17.0	129.0	16.0	17.0	150.0	30.0	174.0	28.0	23.0	24.0	35.0	26.0	28.0	29.0	252.0	100.0	32.0	33.0	0.0
5.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0
0.9995	8.0	16.0	25.0	35.0	46.0	55.0	64.0	73.0	83.0	91.0	41.0	102.0	17.0	129.0	16.0	17.0	150.0	30.0	174.0	28.0	23.0	24.0	35.0	26.0	28.0	29.0	252.0	100.0	32.0	33.0	0.0
0.001	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0
0.999	8.0	13.0	22.0	33.0	45.0	55.0	64.0	73.0	83.0	91.0	41.0	102.0	17.0	129.0	16.0	17.0	150.0	30.0	174.0	28.0	23.0	24.0	35.0	26.0	28.0	29.0	252.0	100.0	32.0	33.0	0.0
0.005	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0
0.995	6.0	6.0	6.0	8.0	39.0	51.0	62.0	72.0	82.0	91.0	41.0	102.0	17.0	129.0	16.0	17.0	150.0	30.0	174.0	28.0	23.0	24.0	35.0	26.0	28.0	29.0	252.0	100.0	32.0	33.0	0.0
0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0
0.99	4.0	4.0	4.0	6.0	8.0	48.0	59.0	69.0	81.0	90.0	16.0	102.0	17.0	129.0	16.0	17.0	150.0	30.0	174.0	28.0	23.0	24.0	35.0	26.0	28.0	29.0	252.0	100.0	32.0	33.0	0.0
0.025	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0
0.975	3.0	3.0	4.0	4.0	5.0	8.0	12.0	16.0	78.0	88.0	12.0	14.0	17.0	129.0	16.0	17.0	150.0	30.0	174.0	28.0	23.0	24.0	35.0	26.0	28.0	29.0	252.0	100.0	32.0	33.0	0.0
0.05	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0
0.95	2.0	2.0	3.0	4.0	4.0	6.0	8.0	11.0	10.0	84.0	11.0	11.0	14.0	18.0	13.0	12.0	150.0	30.0	174.0	28.0	23.0	24.0	35.0	26.0	28.0	29.0	252.0	100.0	32.0	33.0	0.0
0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	2.0	1.0	1.0	5.0	3.0	1.0	1.0	0.0
0.9	2.0	2.0	2.0	3.0	4.0	4.0	7.0	7.0	8.0	8.0	10.0	8.0	9.0	18.0	13.0	9.0	19.0	20.0	21.0	27.0	11.0	24.0	35.0	26.0	28.0	29.0	251.0	100.0	32.0	10.0	0.0
0.5	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	4.0	3.0	2.0	3.0	4.0	4.0	4.0	4.0	4.0	20.0	3.0	2.0	10.0	246.0	31.0	2.0	6.0	0.0
