r\c	0.0	250.0	500.0	750.0	1000.0
5.0E-6	4.1257409747235885	2.301658368636855	1.5409657320872268	1.152354447321628	NaN
0.999995	Infinity	Infinity	13.360225999868858	12.965589148972349	NaN
1.0E-5	4.1257409747235885	2.301658368636855	1.5409657320872268	1.152354447321628	NaN
0.99999	Infinity	Infinity	13.360225999868858	12.965589148972349	NaN
5.0E-5	4.1257409747235885	2.301658368636855	1.5409657320872268	1.152354447321628	NaN
0.99995	Infinity	Infinity	13.360225999868858	12.965589148972349	NaN
1.0E-4	4.1257409747235885	2.301658368636855	1.5409657320872268	1.152354447321628	NaN
0.9999	Infinity	Infinity	13.360225999868858	12.965589148972349	NaN
5.0E-4	4.857767371201107	2.422258305498055	1.706136526069055	1.152354447321628	NaN
0.9995	Infinity	228.08540459505804	13.360225999868858	12.965589148972349	NaN
0.001	5.047101925672728	2.559204789103584	1.8195077702714828	1.32082777036048	NaN
0.999	Infinity	91.48510174159836	13.360225999868858	12.965589148972349	NaN
0.005	5.33852158558468	2.865874211022059	1.9160197966339416	1.4334095765722232	NaN
0.995	4347.326086956522	16.76474536580524	12.925806173761108	5.927037051312814	NaN
0.01	5.668197688837231	3.0129819276536147	1.9632817854571738	1.499688607248812	NaN
0.99	1636.789522649752	14.944553190353833	8.116045563175675	5.625814866421005	NaN
0.025	6.046783937934997	3.146756730945483	2.032076868386228	1.5620869528891175	NaN
0.975	128.73143364098007	14.245258120090186	7.144654919609085	4.487794475601917	NaN
0.05	6.335896354013747	3.3403391405555345	2.131042002573349	1.6444318852264754	NaN
0.95	48.064484358876236	10.539961252911478	5.922999415730648	3.6531525713227775	NaN
0.1	7.158254547405122	3.605538742181169	2.2763492607748574	1.8253164515142988	NaN
0.9	28.631243937631407	8.285141632656432	5.293440842337697	3.1693982820107025	NaN
0.5	12.585822521043747	4.999046823957285	3.303394712468076	2.5488550364528595	NaN
