0.9995	Infinity	720668.25	17785.1484375	2560.46533203125	1042.6934814453125	1188.4896240234375	971.3092651367188	799.3717651367188	626.839599609375	731.8071899414062	544.5440673828125	341.3847351074219	807.25634765625	410.15252685546875	240.9662628173828	243.531005859375	185.8817901611328	110.48925018310547	286.8136901855469	68.25250244140625	2318.017333984375	45.63896942138672	320.67364501953125	297.3994140625	1398.6776123046875	1658.2886962890625	190.22169494628906	109.72425842285156	170.41888427734375	12.245006561279297	NaN
0.001	41.53450393676758	11.712030410766602	6.065280914306641	3.392897844314575	2.2637171745300293	1.5478640794754028	1.0985071659088135	0.81696617603302	0.6482585072517395	0.5172157287597656	0.4245030879974365	0.3550194203853607	0.29325228929519653	0.2584055960178375	0.22608065605163574	0.20506636798381805	0.190513476729393	0.17069146037101746	0.1690026819705963	0.16438360512256622	0.10869251936674118	0.1138121634721756	0.13842540979385376	0.10231717675924301	0.129579558968544	0.09231124818325043	0.07690775394439697	0.07701355218887329	0.07227989286184311	0.03563785180449486	NaN
0.999	Infinity	191463.859375	8719.236328125	1802.4149169921875	699.0362548828125	784.4241943359375	699.973876953125	567.5068359375	420.6151123046875	484.41839599609375	424.0510559082031	265.6709899902344	260.0314636230469	252.30177307128906	187.0394744873047	172.96578979492188	104.6087646484375	90.22577667236328	78.26390075683594	56.82270050048828	245.84317016601562	45.63896942138672	20.4456787109375	214.71397399902344	1396.1910400390625	901.4998779296875	26.955453872680664	24.148025512695312	170.41888427734375	12.245006561279297	NaN
0.005	70.97138214111328	15.342883110046387	6.83439302444458	4.21156644821167	2.7353408336639404	1.802846074104309	1.3009450435638428	0.9774027466773987	0.7808040380477905	0.6271750926971436	0.5174623727798462	0.4492190182209015	0.3624833822250366	0.3290560841560364	0.3047236204147339	0.2718081772327423	0.2616036534309387	0.24077031016349792	0.24219201505184174	0.2299296110868454	0.19558192789554596	0.18084846436977386	0.2271944135427475	0.1374296396970749	0.2161809504032135	0.1563856154680252	0.1932159811258316	0.11806180328130722	0.13916151225566864	0.07952873408794403	NaN
0.995	Infinity	35992.9375	3150.15087890625	921.4275512695312	403.9323425292969	261.8956604003906	264.1305847167969	231.2769317626953	187.09886169433594	156.3894500732422	128.48199462890625	107.61083221435547	106.42546081542969	103.46607208251953	68.040283203125	49.40861129760742	35.87566375732422	23.80279541015625	21.05687141418457	22.963008880615234	20.871824264526367	20.971223831176758	18.815784454345703	15.620094299316406	12.704426765441895	9.932380676269531	8.52184009552002	5.1275787353515625	4.950313568115234	3.774543285369873	NaN
0.01	84.40232849121094	18.394927978515625	7.38266134262085	4.599079132080078	3.081791877746582	1.9673140048980713	1.4220423698425293	1.111048698425293	0.8848004937171936	0.7478956580162048	0.6093079447746277	0.5446917414665222	0.4450744092464447	0.4412056803703308	0.4252185523509979	0.3332453668117523	0.30958741903305054	0.3758881390094757	0.4158734679222107	0.34747958183288574	0.2868267297744751	0.22262637317180634	0.3368305265903473	0.21362118422985077	0.28580713272094727	0.21726152300834656	0.22486519813537598	0.18742376565933228	0.18544958531856537	0.1296277940273285	NaN
0.99	1.1567232E9	22442.51953125	2425.572021484375	716.2888793945312	329.1123352050781	208.08770751953125	160.21682739257812	129.35562133789062	106.86309814453125	82.46209716796875	66.02229309082031	57.14860916137695	46.212833404541016	68.90345764160156	57.657135009765625	46.84366226196289	29.572065353393555	13.034770011901855	12.31846809387207	9.170022010803223	11.33271598815918	10.933638572692871	16.000667572021484	14.067784309387207	7.076955795288086	3.9689464569091797	4.146002769470215	3.121591329574585	3.6744837760925293	2.8450329303741455	NaN
0.025	115.75908660888672	26.53693962097168	9.111113548278809	5.183828353881836	3.6687231063842773	2.3840317726135254	1.689126968383789	1.298403263092041	1.1256346702575684	0.9886329770088196	0.9584080576896667	0.9333028197288513	0.7985004782676697	0.8530837297439575	0.8239879012107849	0.8726877570152283	0.6405142545700073	0.6584800481796265	0.6555174589157104	0.514766275882721	0.5371106863021851	0.44937989115715027	0.4685567617416382	0.42372992634773254	0.4262026250362396	0.3743554651737213	0.4159809350967407	0.3179902732372284	0.30571651458740234	0.27594056725502014	NaN
0.975	5538510.5	11475.876953125	1771.84716796875	559.375732421875	263.30364990234375	156.3841552734375	107.43034362792969	75.23278045654297	52.75503921508789	39.65699005126953	30.85618019104004	24.70718002319336	20.826162338256836	18.38985252380371	19.64188575744629	27.23155975341797	10.048415184020996	7.604278564453125	7.197425842285156	6.3557891845703125	5.655092239379883	5.151931285858154	4.582417011260986	4.037436008453369	3.587698459625244	3.1629178524017334	2.872969627380371	2.945584297180176	2.812342882156372	2.410492420196533	NaN
0.05	202.09368896484375	31.244476318359375	12.373477935791016	6.012446403503418	4.108051776885986	2.877455472946167	2.0957424640655518	1.6592892408370972	1.5446945428848267	1.567861795425415	1.649312138557434	1.6625821590423584	1.426084280014038	1.546066164970398	1.4350252151489258	1.3240866661071777	1.0363394021987915	0.8941371440887451	0.8649158477783203	0.7676741480827332	0.7915874719619751	0.6605415940284729	0.6491276025772095	0.6580516695976257	0.8385021090507507	0.6298803091049194	0.6483844518661499	0.5401284694671631	0.5503620505332947	0.34804752469062805	NaN
0.95	660559.25	7111.40380859375	1434.9085693359375	478.1347961425781	228.74185180664062	132.60565185546875	86.49964904785156	58.89967727661133	42.140281677246094	31.84508514404297	25.037416458129883	19.77716636657715	16.088024139404297	13.12391471862793	11.24482250213623	9.604373931884766	7.650998592376709	6.3026018142700195	5.431835651397705	4.7216668128967285	4.272371292114258	4.2326579093933105	3.5682928562164307	3.0219244956970215	2.7487833499908447	2.4216973781585693	2.144502639770508	2.787576198577881	2.61027455329895	2.2450027465820312	NaN
0.1	627.7437133789062	47.64642333984375	18.29481315612793	8.571879386901855	5.330093860626221	3.3865230083465576	2.6214520931243896	2.166048049926758	2.2975738048553467	2.8083229064941406	3.6831560134887695	3.486619472503662	2.968374490737915	2.5086166858673096	2.098951816558838	1.9820680618286133	1.3731050491333008	1.20249342918396	1.1308884620666504	1.0770208835601807	0.9886521697044373	1.0219800472259521	1.107041597366333	1.0913890600204468	1.128251314163208	0.9323548078536987	0.9079000949859619	0.8378348350524902	0.7619253993034363	0.6426573991775513	NaN
0.9	166773.375	4775.826171875	1151.381103515625	402.71124267578125	197.46351623535156	113.50267791748047	71.41094970703125	49.13714599609375	36.23160171508789	27.89177131652832	22.610624313354492	17.716733932495117	14.309286117553711	11.686602592468262	9.80421257019043	8.18175220489502	6.652069568634033	5.7282395362854	4.955202102661133	4.305588722229004	3.7268950939178467	3.3862786293029785	2.959505319595337	2.6079745292663574	2.3903887271881104	2.156778573989868	1.9078460931777954	2.1306731700897217	1.83014976978302	1.9070465564727783	NaN
0.5	9449.0517578125	1653.7469482421875	518.72119140625	87.2022476196289	53.915985107421875	33.37556838989258	25.322946548461914	21.729934692382812	20.881874084472656	17.913969039916992	14.593118667602539	11.802545547485352	9.782920837402344	7.756583213806152	6.551698684692383	5.505763053894043	4.618662357330322	4.0393452644348145	3.6558375358581543	3.216745138168335	2.709320068359375	2.470405340194702	2.2420058250427246	2.007570505142212	1.8051342964172363	1.6204018592834473	1.5407565832138062	1.4113998413085938	1.270882487297058	1.1456712484359741	NaN
