r\c	0.0	100.0	200.0	300.0	400.0	500.0	600.0	700.0	800.0	900.0	1000.0	1100.0	1200.0	1300.0	1400.0	1500.0	1600.0	1700.0	1800.0	1900.0	2000.0	2100.0	2200.0	2300.0	2400.0	2500.0	2600.0	2700.0	2800.0	2900.0	3000.0
5.0E-6	191.74143981933594	20.711185455322266	6.268557548522949	2.6723403930664062	1.2127339839935303	0.630462646484375	0.24927791953086853	0.19454219937324524	0.17855381965637207	0.08963336795568466	0.07580270618200302	0.05087132006883621	0.05879504606127739	0.03159624710679054	0.04017628729343414	0.03373056650161743	0.026682114228606224	0.021625304594635963	0.018665185198187828	0.01666007563471794	0.013717037625610828	0.016853172332048416	0.01839269883930683	0.010875577107071877	0.017982859164476395	0.008107052184641361	0.007121764589101076	0.006034133490175009	0.0052391644567251205	0.004557350650429726	NaN
0.999995	Infinity	Infinity	Infinity	Infinity	8.0252690432E10	6.0141353304064E14	2.441844331905024E15	Infinity	Infinity	2.46747834089472E14	6.735536E7	Infinity	Infinity	Infinity	3.624946106368E13	Infinity	Infinity	Infinity	9.098047258624E12	Infinity	Infinity	Infinity	Infinity	8.3565248E7	Infinity	Infinity	Infinity	Infinity	15781.625	Infinity	NaN
1.0E-5	191.74143981933594	21.922510147094727	6.9209394454956055	2.8287100791931152	1.3326066732406616	0.7081344127655029	0.28247684240341187	0.1947229653596878	0.18851520121097565	0.1232747808098793	0.09275990724563599	0.05087132006883621	0.05879504606127739	0.03159624710679054	0.04017628729343414	0.03373056650161743	0.026682114228606224	0.021625304594635963	0.018665185198187828	0.01666007563471794	0.013717037625610828	0.016853172332048416	0.01839269883930683	0.010875577107071877	0.017982859164476395	0.008107052184641361	0.007121764589101076	0.006034133490175009	0.0052391644567251205	0.004557350650429726	NaN
0.99999	Infinity	Infinity	Infinity	9.5520833536E10	1.126081664E9	8.50056704E9	2.860919816192E12	1.16904513503232E15	Infinity	6.1555441926144E13	6.735536E7	1.13992735391744E14	Infinity	Infinity	3.624946106368E13	Infinity	Infinity	Infinity	9.098047258624E12	Infinity	Infinity	Infinity	Infinity	8.3565248E7	Infinity	Infinity	Infinity	Infinity	15781.625	Infinity	NaN
5.0E-5	191.74143981933594	29.261449813842773	8.778291702270508	3.3331756591796875	1.6199501752853394	0.8079283237457275	0.4410773515701294	0.22403974831104279	0.19219093024730682	0.14377745985984802	0.09288410097360611	0.07675131410360336	0.06116294115781784	0.0446159690618515	0.04017628729343414	0.03373056650161743	0.026682114228606224	0.021625304594635963	0.018665185198187828	0.01666007563471794	0.013717037625610828	0.016853172332048416	0.01839269883930683	0.010875577107071877	0.017982859164476395	0.008107052184641361	0.007121764589101076	0.006034133490175009	0.0052391644567251205	0.004557350650429726	NaN
0.99995	Infinity	Infinity	3.11070982144E11	3.1774656E8	1.6126865E7	2.566063E7	2.6343168E7	1.9243766E7	3.61411616E8	9.784332288E9	2.566063E7	2.681147E7	5.8411853021184E13	5.4878016E8	2.9018850066432E13	2.60577427456E13	1.9118837202944E13	1.1867168702464E13	9.098047258624E12	Infinity	Infinity	Infinity	Infinity	8.3565248E7	Infinity	Infinity	Infinity	Infinity	15781.625	Infinity	NaN
1.0E-4	192.26528930664062	32.721900939941406	9.618694305419922	3.8370327949523926	1.8940991163253784	0.8839614987373352	0.47940585017204285	0.2788897454738617	0.20001837611198425	0.14401775598526	0.10124437510967255	0.0810108333826065	0.06118320673704147	0.045871976763010025	0.041252024471759796	0.03381956368684769	0.026682114228606224	0.021625304594635963	0.018665185198187828	0.01666007563471794	0.013717037625610828	0.016853172332048416	0.01839269883930683	0.010875577107071877	0.017982859164476395	0.008107052184641361	0.007121764589101076	0.006034133490175009	0.0052391644567251205	0.004557350650429726	NaN
0.9999	Infinity	Infinity	6.100835328E9	5.2355548E7	4894610.0	6563452.0	7162301.0	3374870.25	3488496.25	8093435.0	2841097.5	660895.8125	1.7213739008E10	1.8269112E7	2.33950848E9	2609618.0	1.7315173236736E13	1.1867168702464E13	6336160.0	9731.8203125	6372393.0	1136546.25	8.2589584E7	8.3565248E7	Infinity	Infinity	Infinity	Infinity	15781.625	Infinity	NaN
5.0E-4	440.8306579589844	48.616512298583984	12.031900405883789	5.630006313323975	2.449904203414917	1.1460025310516357	0.6255189776420593	0.3598025143146515	0.24635913968086243	0.16339141130447388	0.11710014939308167	0.09208545088768005	0.06879983097314835	0.053926777094602585	0.04640669375658035	0.03663510084152222	0.027936924248933792	0.024518383666872978	0.03553079813718796	0.017737552523612976	0.014206189662218094	0.021883152425289154	0.01887543499469757	0.01700308918952942	0.020969754084944725	0.008107052184641361	0.007121764589101076	0.006034133490175009	0.0052391644567251205	0.004557350650429726	NaN
0.9995	Infinity	8.8707273064448E13	1.82204128E8	3466417.5	534853.8125	634541.5	462514.28125	349295.6875	246237.078125	343237.25	192966.03125	84705.7421875	563295.4375	83692.4375	56773.62109375	33424.58203125	18827.26953125	17862.70703125	28823.455078125	5445.07861328125	1486052.125	2638.380126953125	85600.25	97818.515625	400175.375	883515.375	18034.712890625	1054.78662109375	15781.625	421.8914794921875	NaN
0.001	447.79364013671875	58.42031478881836	14.32913875579834	6.359050750732422	3.1864311695098877	1.4270544052124023	0.7134415507316589	0.41275453567504883	0.27516576647758484	0.17774009704589844	0.12183154374361038	0.10122311115264893	0.07797518372535706	0.05932799354195595	0.04885010048747063	0.03904210403561592	0.03156782686710358	0.028158482164144516	0.042636651545763016	0.018903329968452454	0.02516445517539978	0.024883098900318146	0.02522149495780468	0.01881118305027485	0.022893665358424187	0.015585491433739662	0.013673653826117516	0.0070725386030972	0.010827377438545227	0.004557350650429726	NaN
0.999	Infinity	1.49221163008E11	4.2122988E7	1675316.25	279820.3125	313778.625	211550.5625	152380.5625	102713.4453125	149509.78125	96966.1015625	43523.52734375	37072.55078125	58479.71875	21323.65625	17461.44140625	10347.09375	8293.79296875	6696.87255859375	3574.962646484375	24282.650390625	2638.380126953125	606.3980712890625	20799.8671875	399268.78125	690036.6875	1202.1248779296875	1005.4012451171875	15781.625	421.8914794921875	NaN
0.005	4216.82470703125	114.67096710205078	28.587020874023438	10.487062454223633	5.265499114990234	2.6666152477264404	1.2730190753936768	0.6718699336051941	0.5069307088851929	0.36396217346191406	0.21678388118743896	0.2079349309206009	0.15175379812717438	0.1577378809452057	0.1313031166791916	0.08434055000543594	0.11908259242773056	0.07709420472383499	0.14890988171100616	0.14066943526268005	0.056497134268283844	0.050977036356925964	0.12809111177921295	0.045081786811351776	0.10188395529985428	0.029389645904302597	0.1322229951620102	0.04378384351730347	0.08072246611118317	0.008635423146188259	NaN
0.995	Infinity	8.14006464E8	5574014.5	473546.53125	104340.640625	49467.68359375	47722.21484375	31294.12890625	19589.728515625	18163.771484375	15295.9873046875	12062.9453125	8899.40234375	7681.3701171875	3935.883056640625	2464.8681640625	1267.3873291015625	828.866455078125	700.771728515625	540.6600341796875	803.5797729492188	635.237060546875	474.99285888671875	347.1354064941406	250.83567810058594	170.68023681640625	145.2761688232422	75.841064453125	50.883670806884766	42.75714111328125	NaN
0.01	17272.61328125	143.49635314941406	53.305843353271484	16.941038131713867	6.7792840003967285	3.568363666534424	1.8967010974884033	1.155194640159607	0.8115640878677368	0.5808876752853394	0.3687521517276764	0.35333284735679626	0.27066338062286377	0.2716427743434906	0.2556481957435608	0.19777236878871918	0.18725717067718506	0.31495481729507446	0.45741748809814453	0.2828863859176636	0.21900226175785065	0.14697837829589844	0.3110688626766205	0.12349963933229446	0.2260417640209198	0.13237537443637848	0.20073194801807404	0.10728120058774948	0.12359967082738876	0.03490757569670677	NaN
0.99	Infinity	2.79373216E8	3411978.25	304395.875	75283.0078125	32398.30859375	19954.90234375	13984.1611328125	8943.8173828125	5714.29443359375	3855.09521484375	3510.5322265625	2927.69775390625	4333.47900390625	2982.425537109375	1966.5821533203125	970.65771484375	323.4716491699219	303.71356201171875	208.4547576904297	267.6415100097656	251.0344696044922	386.38623046875	289.15655517578125	103.98751831054688	40.91252899169922	48.74494934082031	24.578298568725586	36.24064254760742	25.6605224609375	NaN
0.025	45396.328125	958.4955444335938	74.25738525390625	37.56702423095703	13.571233749389648	4.950664520263672	3.125173807144165	2.334864854812622	1.965729832649231	1.6634308099746704	1.566082239151001	1.4290775060653687	1.0788142681121826	1.535383701324463	1.3988053798675537	2.02294659614563	1.0661159753799438	1.1445508003234863	1.1519768238067627	0.7228991389274597	0.8103262186050415	0.5584138631820679	0.747846245765686	0.7160714268684387	0.9022776484489441	0.5684291124343872	0.7804281711578369	0.3114328384399414	0.40978875756263733	0.3514913320541382	NaN
0.975	4.3396302314143744E16	7.6168288E7	1800943.875	189123.234375	50308.515625	20354.384765625	9964.8232421875	5072.65673828125	2752.878173828125	1698.3463134765625	1149.0526123046875	755.3715209960938	555.0015869140625	446.3155822753906	617.1654663085938	1157.3177490234375	180.82200622558594	119.5238037109375	99.536865234375	83.03929901123047	68.50048828125	60.65964126586914	50.90707778930664	37.33313751220703	31.46424674987793	26.553611755371094	22.068931579589844	23.34691047668457	21.106491088867188	16.837486267089844	NaN
0.05	98531.140625	5574.48779296875	403.2809143066406	49.573394775390625	29.95075225830078	9.905839920043945	5.283721446990967	3.370300769805908	3.2797465324401855	4.635409832000732	6.418489456176758	6.788479328155518	5.362828254699707	5.5366716384887695	5.232594966888428	4.710072040557861	3.349524974822998	2.1530749797821045	2.2826619148254395	1.739321231842041	1.9116027355194092	1.2659142017364502	1.224005937576294	1.6506783962249756	2.980573892593384	1.6619997024536133	1.9375584125518799	1.7265212535858154	1.427791953086853	0.5395429730415344	NaN
0.95	3.285762179072E12	2.6926206E7	1076354.625	135010.828125	38206.0234375	14927.359375	6895.16064453125	3541.60595703125	1967.9703369140625	1231.893310546875	837.9585571289062	558.714111328125	395.5928649902344	290.0908508300781	231.63539123535156	176.51416015625	114.97534942626953	88.1397705078125	70.58930969238281	55.92432403564453	45.63718795776367	45.00921630859375	34.050537109375	25.213912963867188	22.32795524597168	18.511394500732422	15.437792778015137	21.525165557861328	19.636554718017578	15.731087684631348	NaN
0.1	185863.1875	12973.388671875	2061.277099609375	246.6332244873047	69.85511016845703	23.835689544677734	15.820453643798828	11.18259334564209	13.828542709350586	16.41930389404297	29.991209030151367	28.378141403198242	21.954805374145508	15.109467506408691	11.168092727661133	10.351086616516113	5.028824329376221	4.094594478607178	3.6499006748199463	3.4667062759399414	3.039551258087158	3.705787420272827	4.082179546356201	4.592949390411377	5.0474138259887695	3.592942953109741	3.3984029293060303	3.099740505218506	2.598227024078369	1.9448198080062866	NaN
