0.9995	Infinity	2677.164794921875	358.6219177246094	119.56584930419922	70.2076644897461	77.08954620361328	67.0884780883789	60.04071044921875	49.44807815551758	53.99470901489258	44.58909606933594	32.17921447753906	40.535884857177734	41.6925048828125	25.78813362121582	24.242223739624023	24.114505767822266	13.552529335021973	18.61411476135254	10.73157024383545	134.020751953125	8.820059776306152	28.960254669189453	25.976333618164062	90.32787322998047	105.60601043701172	17.705434799194336	5.571223735809326	17.35121726989746	3.1747689247131348	NaN
0.001	1.0279853343963623	0.7820230722427368	0.5130664110183716	0.5005317330360413	0.428886353969574	0.30730536580085754	0.24971988797187805	0.17078030109405518	0.1516939401626587	0.12736506760120392	0.10264097899198532	0.10245519131422043	0.10107279568910599	0.08496798574924469	0.07323552668094635	0.06833634525537491	0.07139170169830322	0.06400220096111298	0.07235240191221237	0.05130832642316818	0.04467534273862839	0.062412552535533905	0.04278380796313286	0.05481652170419693	0.05206599459052086	0.0354270339012146	0.03424886241555214	0.03314073383808136	0.03652799129486084	0.031086210161447525	NaN
0.999	Infinity	1385.305419921875	256.74969482421875	99.06784057617188	52.615814208984375	56.77778244018555	56.409690856933594	47.669883728027344	39.509483337402344	40.578460693359375	37.33314514160156	29.09825897216797	25.328651428222656	27.0362548828125	24.194231033325195	21.931854248046875	14.590017318725586	12.364001274108887	11.834213256835938	10.137341499328613	18.340295791625977	8.322232246398926	5.300825119018555	18.03628158569336	90.25275421142578	53.38677978515625	6.239891052246094	5.2954277992248535	17.35121726989746	3.1747689247131348	NaN
0.005	1.564404010772705	1.023071527481079	0.7796754240989685	0.621887743473053	0.5073520541191101	0.4352702796459198	0.3367031514644623	0.25422418117523193	0.25178056955337524	0.24595271050930023	0.16911017894744873	0.18633025884628296	0.1679028868675232	0.19325558841228485	0.18465706706047058	0.15805554389953613	0.16416484117507935	0.1588260531425476	0.22306914627552032	0.21796934306621552	0.12462227791547775	0.16293716430664062	0.21735823154449463	0.14829421043395996	0.2001468986272812	0.12560617923736572	0.2221561223268509	0.15701715648174286	0.19186370074748993	0.057030290365219116	NaN
0.995	760965.5	539.04736328125	137.16993713378906	63.16950988769531	36.832794189453125	27.811126708984375	27.67414093017578	26.526203155517578	23.214675903320312	19.973857879638672	16.991443634033203	14.935650825500488	15.376745223999023	15.411187171936035	12.011405944824219	9.75957202911377	7.458311080932617	5.525429725646973	5.204238414764404	6.004053115844727	5.06492280960083	4.974329948425293	4.869124889373779	4.308720111846924	3.724743127822876	3.1084048748016357	2.656022548675537	1.8836475610733032	2.0340447425842285	1.5440980195999146	NaN
0.01	2.8110530376434326	1.025841236114502	0.9795858263969421	0.7637423872947693	0.6111472249031067	0.49514108896255493	0.4258081912994385	0.37117093801498413	0.3316793143749237	0.298312783241272	0.248356893658638	0.25176650285720825	0.24386809766292572	0.2425176352262497	0.2460407018661499	0.23622865974903107	0.23350757360458374	0.3047140836715698	0.3742351531982422	0.32043546438217163	0.2811395823955536	0.2213039994239807	0.31523460149765015	0.23272071778774261	0.2969912588596344	0.23359350860118866	0.27762141823768616	0.2121170163154602	0.2105521261692047	0.13750994205474854	NaN
0.99	65124.9375	416.7720947265625	113.47966003417969	53.90617370605469	31.92237663269043	23.602033615112305	20.04414939880371	17.207244873046875	15.015582084655762	13.087337493896484	11.316384315490723	10.269754409790039	8.397480964660645	11.53843879699707	10.73818302154541	9.357161521911621	6.701351642608643	3.7073419094085693	3.6864264011383057	2.836637258529663	3.3952035903930664	3.281193971633911	4.410667419433594	3.86330246925354	2.793166399002075	1.75054132938385	1.7815544605255127	1.499061107635498	1.5662990808486938	1.3356883525848389	NaN
0.025	3.105250120162964	1.5590919256210327	1.0179455280303955	0.9667487740516663	0.8820643424987793	0.6034036874771118	0.49883243441581726	0.4895240366458893	0.48275747895240784	0.4748939573764801	0.4728540778160095	0.477425754070282	0.4627443552017212	0.5871599316596985	0.5682845711708069	0.6287420988082886	0.49122804403305054	0.5407386422157288	0.5477333068847656	0.464174747467041	0.4792901277542114	0.4200475215911865	0.4544565677642822	0.39805325865745544	0.42828017473220825	0.36307674646377563	0.4036858081817627	0.3395473062992096	0.332934707403183	0.31189560890197754	NaN
0.975	7019.79638671875	292.74298095703125	95.05987548828125	45.58598709106445	27.62000274658203	19.729145050048828	15.52741527557373	12.319075584411621	9.832003593444824	8.11907958984375	6.774357795715332	5.992048263549805	5.311232089996338	4.853347301483154	5.212596893310547	6.174752712249756	3.1120944023132324	2.6767466068267822	2.5580592155456543	2.2371904850006104	2.166362762451172	2.0618703365325928	1.8471297025680542	1.772725224494934	1.5891599655151367	1.4806846380233765	1.3714001178741455	1.4017884731292725	1.3668558597564697	1.2184950113296509	NaN
0.05	3.125203847885132	3.046774387359619	1.534382939338684	1.007494568824768	0.9574148654937744	0.7517662048339844	0.7074692845344543	0.5909138321876526	0.6891891956329346	0.8001746535301208	0.8595728874206543	0.9504392743110657	0.828826367855072	0.920154869556427	0.9073329567909241	0.8939913511276245	0.7276005148887634	0.6780961155891418	0.6724585890769958	0.6176024675369263	0.6105805039405823	0.5671533346176147	0.5445576310157776	0.5432254672050476	0.5648813843727112	0.5299239754676819	0.504533588886261	0.42376792430877686	0.44321656227111816	0.35542312264442444	NaN
0.95	2571.660888671875	229.15994262695312	84.9737777709961	41.36102294921875	25.226770401000977	17.6312198638916	13.36808967590332	10.471692085266113	8.46557903289795	7.004868030548096	5.98118257522583	5.130801200866699	4.460324764251709	3.879863977432251	3.5317976474761963	3.1641035079956055	2.617419719696045	2.315419912338257	2.092730760574341	1.895092487335205	1.7927532196044922	1.7570053339004517	1.5922895669937134	1.4594781398773193	1.348465919494629	1.2655534744262695	1.0898549556732178	1.3477497100830078	1.2881743907928467	1.1613072156906128	NaN
0.1	20.26642608642578	3.086595296859741	2.951078176498413	1.512149691581726	1.3129884004592896	0.9559599161148071	0.9162027835845947	0.8868831396102905	0.9337785840034485	1.2624876499176025	1.7280343770980835	1.7074878215789795	1.5465234518051147	1.358165979385376	1.1749560832977295	1.166606068611145	0.9213771224021912	0.853996753692627	0.8213227391242981	0.7927055954933167	0.7437662482261658	0.7203955054283142	0.7018768191337585	0.7007016539573669	0.6956020593643188	0.6233553290367126	0.6202536821365356	0.5910590291023254	0.5469025373458862	0.4735023081302643	NaN
0.9	1262.899658203125	182.99203491210938	74.82183837890625	37.44668960571289	23.0053768157959	15.854289054870605	11.716276168823242	9.16685676574707	7.553016662597656	6.38068151473999	5.486209392547607	4.645887851715088	4.025064468383789	3.4969801902770996	3.116142988204956	2.7300305366516113	2.3723530769348145	2.1505892276763916	1.9303349256515503	1.763603687286377	1.6042159795761108	1.5002201795578003	1.3585166931152344	1.2576634883880615	1.1912585496902466	1.112310767173767	1.0374408960342407	1.1248664855957031	1.0284405946731567	1.0449433326721191	NaN
0.5	317.9837341308594	100.20178985595703	45.169822692871094	13.980263710021973	10.680183410644531	7.455970764160156	6.305206775665283	5.632323741912842	5.245772838592529	4.612957954406738	4.0394206047058105	3.5367279052734375	3.1191742420196533	2.731212854385376	2.387395143508911	2.109224796295166	1.8972294330596924	1.7094610929489136	1.5922459363937378	1.46369206905365	1.3169512748718262	1.2310811281204224	1.1463866233825684	1.0599241256713867	0.9828765988349915	0.9081923961639404	0.875415027141571	0.8321712613105774	0.7693559527397156	0.7170072197914124	NaN
