r\c	0.0	50.0	100.0	150.0	200.0	250.0	300.0	350.0	400.0	450.0	500.0	550.0	600.0	650.0	700.0	750.0	800.0	850.0	900.0	950.0	1000.0	1050.0	1100.0	1150.0	1200.0	1250.0	1300.0	1350.0	1400.0	1450.0	1500.0	1550.0	1600.0	1650.0	1700.0	1750.0	1800.0	1850.0	1900.0	1950.0	2000.0	2050.0	2100.0	2150.0	2200.0	2250.0	2300.0	2350.0	2400.0	2450.0	2500.0	2550.0	2600.0	2650.0	2700.0	2750.0	2800.0	2850.0	2900.0	2950.0	3000.0
5.0E-6	3.128782272338867	1.025818943977356	0.6203495264053345	0.502324640750885	0.4409967362880707	0.33877497911453247	0.30842629075050354	0.25686055421829224	0.2536720335483551	0.20545677840709686	0.17129634320735931	0.16994847357273102	0.14679506421089172	0.12848669290542603	0.12771928310394287	0.1141781210899353	0.1027912050485611	0.10275779664516449	0.10079725086688995	0.09340160340070724	0.08565071225166321	0.08533847332000732	0.0790632963180542	0.07341812551021576	0.07339846342802048	0.07896368205547333	0.06849738955497742	0.0682772845029831	0.06420811265707016	0.06045030802488327	0.05709858983755112	0.057091668248176575	0.06037979573011398	0.05407683178782463	0.053939707577228546	0.051365260034799576	0.05692069232463837	0.04881400987505913	0.04670858010649681	0.05116882920265198	0.044671203941106796	0.04281304404139519	0.06350448727607727	0.041096873581409454	0.03952586650848389	0.05481667071580887	0.05481652170419693	0.03798419609665871	0.05206584557890892	0.05205105245113373	0.0354270339012146	0.03425179049372673	0.03424886241555214	0.03314664214849472	0.03308935463428497	0.039339836686849594	0.03652799129486084	0.031131526455283165	0.031086210161447525	0.034109387546777725	NaN
0.999995	Infinity	Infinity	Infinity	Infinity	2699892.0	803889.6875	2849.490478515625	960.6710205078125	1356.8736572265625	693.0089721679688	7569.68896484375	3490.460693359375	327259.625	298802.28125	251989.921875	232606.078125	5039798.5	Infinity	19949.44140625	152413.265625	Infinity	305.7611083984375	Infinity	102020.2109375	1146.14501953125	Infinity	101.62515258789062	Infinity	73040.5546875	67018.59375	Infinity	19.022062301635742	Infinity	50907.0546875	497.4670715332031	Infinity	37.78667068481445	42710.15625	Infinity	10.741901397705078	Infinity	29.943008422851562	8.820059776306152	Infinity	28.960254669189453	Infinity	18.03628158569336	277.3612060546875	Infinity	90.32787322998047	Infinity	105.60601043701172	17.705434799194336	Infinity	5.2954277992248535	Infinity	4.098165988922119	17.35121726989746	Infinity	2.7652297019958496	NaN
1.0E-5	3.128782272338867	1.025818943977356	0.6203495264053345	0.5134482979774475	0.4409967362880707	0.34237703680992126	0.3101625442504883	0.2569392919540405	0.25650402903556824	0.20556588470935822	0.17131684720516205	0.16997264325618744	0.16225335001945496	0.13425253331661224	0.12843500077724457	0.1141781210899353	0.11354023218154907	0.10275779664516449	0.10079725086688995	0.09340160340070724	0.08565071225166321	0.08533847332000732	0.0790632963180542	0.07341812551021576	0.07339846342802048	0.07896368205547333	0.06849738955497742	0.0682772845029831	0.06420811265707016	0.06045030802488327	0.05709858983755112	0.057091668248176575	0.06037979573011398	0.05407683178782463	0.053939707577228546	0.051365260034799576	0.05692069232463837	0.04881400987505913	0.04670858010649681	0.05116882920265198	0.044671203941106796	0.04281304404139519	0.06350448727607727	0.041096873581409454	0.03952586650848389	0.05481667071580887	0.05481652170419693	0.03798419609665871	0.05206584557890892	0.05205105245113373	0.0354270339012146	0.03425179049372673	0.03424886241555214	0.03314664214849472	0.03308935463428497	0.039339836686849594	0.03652799129486084	0.031131526455283165	0.031086210161447525	0.034109387546777725	NaN
0.99999	Infinity	Infinity	Infinity	Infinity	76717.828125	19419.833984375	1424.7452392578125	567.4842529296875	565.0866088867188	443.25408935546875	569.8980712890625	1153.3013916015625	569.8980712890625	9039.05078125	2036.1021728515625	8548.4716796875	5039798.5	Infinity	19949.44140625	152413.265625	262.8070983886719	305.7611083984375	Infinity	102020.2109375	1146.14501953125	Infinity	101.62515258789062	Infinity	73040.5546875	67018.59375	Infinity	19.022062301635742	Infinity	50907.0546875	497.4670715332031	Infinity	37.78667068481445	42710.15625	Infinity	10.741901397705078	Infinity	29.943008422851562	8.820059776306152	Infinity	28.960254669189453	Infinity	18.03628158569336	277.3612060546875	Infinity	90.32787322998047	Infinity	105.60601043701172	17.705434799194336	Infinity	5.2954277992248535	Infinity	4.098165988922119	17.35121726989746	Infinity	2.7652297019958496	NaN
5.0E-5	3.128782272338867	1.0258190631866455	0.7736856341362	0.5139608979225159	0.5012801289558411	0.3868633210659027	0.3420923352241516	0.3368425965309143	0.2567777633666992	0.25628697872161865	0.2053142488002777	0.17123377323150635	0.17103491723537445	0.1467403620481491	0.14421091973781586	0.12833625078201294	0.11413807421922684	0.10277713090181351	0.1027427613735199	0.0934196189045906	0.09298644959926605	0.08561680465936661	0.0790632963180542	0.07874135673046112	0.07339846342802048	0.07896368205547333	0.06849738955497742	0.0682772845029831	0.06420811265707016	0.06045030802488327	0.05709858983755112	0.057091668248176575	0.06037979573011398	0.05407683178782463	0.053939707577228546	0.051365260034799576	0.05692069232463837	0.04881400987505913	0.04670858010649681	0.05116882920265198	0.044671203941106796	0.04281304404139519	0.06350448727607727	0.041096873581409454	0.03952586650848389	0.05481667071580887	0.05481652170419693	0.03798419609665871	0.05206584557890892	0.05205105245113373	0.0354270339012146	0.03425179049372673	0.03424886241555214	0.03314664214849472	0.03308935463428497	0.039339836686849594	0.03652799129486084	0.031131526455283165	0.031086210161447525	0.034109387546777725	NaN
0.99995	Infinity	Infinity	Infinity	265143.71875	2315.14453125	955.3126220703125	567.4842529296875	301.6295471191406	185.75631713867188	176.56651306152344	191.04644775390625	188.62738037109375	188.1844024658203	237.45753479003906	201.77371215820312	189.96603393554688	854.84716796875	258.76416015625	300.7220458984375	1078.3345947265625	187.7430419921875	101.31645202636719	189.96603393554688	129.5222930908203	1146.14501953125	87801.3671875	101.62515258789062	491.64984130859375	73040.5546875	67018.59375	64283.14453125	19.022062301635742	Infinity	50907.0546875	497.4670715332031	Infinity	37.78667068481445	42710.15625	Infinity	10.741901397705078	Infinity	29.943008422851562	8.820059776306152	Infinity	28.960254669189453	Infinity	18.03628158569336	277.3612060546875	Infinity	90.32787322998047	Infinity	105.60601043701172	17.705434799194336	Infinity	5.2954277992248535	Infinity	4.098165988922119	17.35121726989746	Infinity	2.7652297019958496	NaN
1.0E-4	3.128782272338867	1.0258190631866455	0.7737362384796143	0.6195106506347656	0.5122655630111694	0.4409712553024292	0.3423337936401367	0.34168076515197754	0.31256160140037537	0.25644028186798096	0.2377154678106308	0.17129363119602203	0.17105981707572937	0.16773568093776703	0.14662332832813263	0.12837043404579163	0.11416533589363098	0.11407977342605591	0.11354202032089233	0.09344121813774109	0.0929923728108406	0.09332963824272156	0.08333645015954971	0.07874135673046112	0.07340792566537857	0.08539928495883942	0.06849738955497742	0.0682772845029831	0.06420811265707016	0.06045030802488327	0.05709858983755112	0.057091668248176575	0.06037979573011398	0.05407683178782463	0.053939707577228546	0.051365260034799576	0.05692069232463837	0.04881400987505913	0.04670858010649681	0.05116882920265198	0.044671203941106796	0.04281304404139519	0.06350448727607727	0.041096873581409454	0.03952586650848389	0.05481667071580887	0.05481652170419693	0.03798419609665871	0.05206584557890892	0.05205105245113373	0.0354270339012146	0.03425179049372673	0.03424886241555214	0.03314664214849472	0.03308935463428497	0.039339836686849594	0.03652799129486084	0.031131526455283165	0.031086210161447525	0.034109387546777725	NaN
0.9999	Infinity	Infinity	Infinity	19936.24609375	1313.31201171875	565.0866088867188	359.9228515625	216.02688598632812	140.54859924316406	121.71720123291016	148.48948669433594	134.20132446289062	154.11378479003906	128.5269775390625	117.17543029785156	150.75709533691406	205.28863525390625	150.55715942382812	120.81732177734375	219.82058715820312	135.63412475585938	71.23725891113281	60.81111526489258	91.99142456054688	1146.14501953125	87801.3671875	101.62515258789062	491.64984130859375	121.72235870361328	723.14599609375	64283.14453125	19.022062301635742	57011.29296875	50907.0546875	497.4670715332031	47366.52734375	37.78667068481445	42710.15625	Infinity	10.741901397705078	Infinity	29.943008422851562	8.820059776306152	Infinity	28.960254669189453	Infinity	18.03628158569336	277.3612060546875	Infinity	90.32787322998047	Infinity	105.60601043701172	17.705434799194336	Infinity	5.2954277992248535	Infinity	4.098165988922119	17.35121726989746	Infinity	2.7652297019958496	NaN
5.0E-4	3.128782272338867	1.027982234954834	0.9959948658943176	0.7720943093299866	0.5136677026748657	0.5121627449989319	0.5001751184463501	0.4395660161972046	0.34190282225608826	0.3403699994087219	0.260509729385376	0.2531777620315552	0.20498278737068176	0.17101503908634186	0.17070655524730682	0.16203907132148743	0.12829332053661346	0.12752701342105865	0.12736506760120392	0.10267175734043121	0.10258457809686661	0.10253977030515671	0.08559543639421463	0.08556175231933594	0.07902640849351883	0.08545450866222382	0.08103807270526886	0.07328159362077713	0.06843826174736023	0.06840534508228302	0.060438334941864014	0.0641065463423729	0.08216536045074463	0.05703016370534897	0.05406789481639862	0.06012064591050148	0.06944964081048965	0.048924628645181656	0.05130832642316818	0.05125768482685089	0.04467534273862839	0.04281304404139519	0.06350448727607727	0.041096873581409454	0.04101776331663132	0.05481667071580887	0.05481652170419693	0.03798419609665871	0.05206584557890892	0.05205105245113373	0.0354270339012146	0.03425179049372673	0.03424886241555214	0.03314664214849472	0.03308935463428497	0.039339836686849594	0.03652799129486084	0.031131526455283165	0.031086210161447525	0.034109387546777725	NaN
